# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 04, 2026082900, 03, FNV3,   0, 160N,  510W,  35, 1008, XX,  34, NEQ,   80,     ,     ,   80,     ,     ,  70,
EP, 12, 2026082900, 03, FNV3, 150, 131N, 1571W, 101,  957, XX,  64, NEQ,   27,   23,   20,   24,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 156, 132N, 1574W,  93,  962, XX,  34, NEQ,   96,   83,   75,   91,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 156, 132N, 1574W,  93,  962, XX,  50, NEQ,   47,   39,   33,   41,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 156, 132N, 1574W,  93,  962, XX,  64, NEQ,   26,   22,   19,   22,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 162, 132N, 1577W,  95,  961, XX,  34, NEQ,  100,   88,   78,   94,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 162, 132N, 1577W,  95,  961, XX,  50, NEQ,   45,   38,   32,   40,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 162, 132N, 1577W,  95,  961, XX,  64, NEQ,   25,   23,   18,   21,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 168, 135N, 1579W,  99,  958, XX,  34, NEQ,  100,   93,   80,   91,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 168, 135N, 1579W,  99,  958, XX,  50, NEQ,   47,   41,   34,   41,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 168, 135N, 1579W,  99,  958, XX,  64, NEQ,   27,   23,   19,   22,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 174, 137N, 1581W, 100,  957, XX,  34, NEQ,  101,   94,   84,   92,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 174, 137N, 1581W, 100,  957, XX,  50, NEQ,   47,   42,   36,   42,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 174, 137N, 1581W, 100,  957, XX,  64, NEQ,   26,   23,   19,   22,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 180, 140N, 1583W,  97,  959, XX,  34, NEQ,   97,   87,   73,   87,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 180, 140N, 1583W,  97,  959, XX,  50, NEQ,   48,   41,   34,   42,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 180, 140N, 1583W,  97,  959, XX,  64, NEQ,   25,   21,   18,   21,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 186, 144N, 1585W,  98,  959, XX,  34, NEQ,  102,   97,   77,   87,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 186, 144N, 1585W,  98,  959, XX,  50, NEQ,   45,   41,   32,   38,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 186, 144N, 1585W,  98,  959, XX,  64, NEQ,   26,   22,   18,   20,     ,     ,  18,
EP, 12, 2026082900, 03, FNV3, 192, 150N, 1587W,  99,  958, XX,  34, NEQ,  103,   96,   72,   86,     ,     ,  13,
EP, 12, 2026082900, 03, FNV3, 192, 150N, 1587W,  99,  958, XX,  50, NEQ,   48,   41,   32,   39,     ,     ,  13,
EP, 12, 2026082900, 03, FNV3, 192, 150N, 1587W,  99,  958, XX,  64, NEQ,   25,   22,   18,   21,     ,     ,  13,
EP, 12, 2026082900, 03, FNV3, 198, 157N, 1588W,  98,  959, XX,  34, NEQ,  105,   98,   72,   87,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 198, 157N, 1588W,  98,  959, XX,  50, NEQ,   47,   42,   31,   39,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 198, 157N, 1588W,  98,  959, XX,  64, NEQ,   25,   22,   17,   20,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 204, 164N, 1591W,  92,  964, XX,  34, NEQ,  105,   94,   68,   86,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 204, 164N, 1591W,  92,  964, XX,  50, NEQ,   46,   40,   29,   37,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 204, 164N, 1591W,  92,  964, XX,  64, NEQ,   25,   20,   16,   19,     ,     ,  16,
EP, 12, 2026082900, 03, FNV3, 210, 172N, 1593W,  92,  963, XX,  34, NEQ,  105,   95,   67,   84,     ,     ,  14,
EP, 12, 2026082900, 03, FNV3, 210, 172N, 1593W,  92,  963, XX,  50, NEQ,   45,   38,   28,   36,     ,     ,  14,
EP, 12, 2026082900, 03, FNV3, 210, 172N, 1593W,  92,  963, XX,  64, NEQ,   23,   19,   15,   18,     ,     ,  14,
EP, 12, 2026082900, 03, FNV3, 216, 180N, 1597W,  87,  967, XX,  34, NEQ,  109,   95,   70,   90,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 216, 180N, 1597W,  87,  967, XX,  50, NEQ,   47,   40,   30,   39,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 216, 180N, 1597W,  87,  967, XX,  64, NEQ,   21,   16,   13,   16,     ,     ,  15,
EP, 12, 2026082900, 03, FNV3, 222, 186N, 1600W,  83,  970, XX,  34, NEQ,   95,   83,   63,   79,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 222, 186N, 1600W,  83,  970, XX,  50, NEQ,   37,   30,   21,   29,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 222, 186N, 1600W,  83,  970, XX,  64, NEQ,   15,   11,    9,   12,     ,     ,  17,
EP, 12, 2026082900, 03, FNV3, 228, 192N, 1605W,  73,  976, XX,  34, NEQ,   99,   85,   66,   83,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 228, 192N, 1605W,  73,  976, XX,  50, NEQ,   36,   28,   21,   27,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 228, 192N, 1605W,  73,  976, XX,  64, NEQ,   13,    9,    8,    9,     ,     ,  20,
EP, 12, 2026082900, 03, FNV3, 234, 198N, 1611W,  69,  980, XX,  34, NEQ,   98,   84,   63,   81,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 234, 198N, 1611W,  69,  980, XX,  50, NEQ,   32,   23,   15,   22,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 234, 198N, 1611W,  69,  980, XX,  64, NEQ,   11,    6,    5,    8,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 240, 204N, 1617W,  66,  982, XX,  34, NEQ,   87,   71,   53,   69,     ,     ,  25,
EP, 12, 2026082900, 03, FNV3, 240, 204N, 1617W,  66,  982, XX,  50, NEQ,   28,   22,   16,   21,     ,     ,  25,
EP, 12, 2026082900, 03, FNV3, 240, 204N, 1617W,  66,  982, XX,  64, NEQ,   10,    8,    6,    8,     ,     ,  25,
EP, 12, 2026082900, 03, FNV3, 246, 209N, 1625W,  62,  984, XX,  34, NEQ,   76,   66,   51,   64,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 246, 209N, 1625W,  62,  984, XX,  50, NEQ,   26,   19,   14,   19,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 246, 209N, 1625W,  62,  984, XX,  64, NEQ,    9,    7,    5,    7,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 252, 215N, 1635W,  57,  987, XX,  34, NEQ,   75,   62,   49,   61,     ,     ,  28,
EP, 12, 2026082900, 03, FNV3, 252, 215N, 1635W,  57,  987, XX,  50, NEQ,   19,   14,   11,   15,     ,     ,  28,
EP, 12, 2026082900, 03, FNV3, 252, 215N, 1635W,  57,  987, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  28,
EP, 12, 2026082900, 03, FNV3, 258, 221N, 1646W,  57,  987, XX,  34, NEQ,   86,   73,   54,   70,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 258, 221N, 1646W,  57,  987, XX,  50, NEQ,   23,   16,   12,   18,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 258, 221N, 1646W,  57,  987, XX,  64, NEQ,    6,    5,    4,    5,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 264, 227N, 1657W,  61,  985, XX,  34, NEQ,   71,   57,   41,   56,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 264, 227N, 1657W,  61,  985, XX,  50, NEQ,   21,   14,   10,   14,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 264, 227N, 1657W,  61,  985, XX,  64, NEQ,    8,    5,    4,    6,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 270, 230N, 1667W,  60,  986, XX,  34, NEQ,   86,   69,   52,   67,     ,     ,  34,
EP, 12, 2026082900, 03, FNV3, 270, 230N, 1667W,  60,  986, XX,  50, NEQ,   24,   20,   15,   19,     ,     ,  34,
EP, 12, 2026082900, 03, FNV3, 270, 230N, 1667W,  60,  986, XX,  64, NEQ,    9,    6,    5,    6,     ,     ,  34,
EP, 12, 2026082900, 03, FNV3, 276, 232N, 1674W,  65,  981, XX,  34, NEQ,   96,   69,   52,   70,     ,     ,  37,
EP, 12, 2026082900, 03, FNV3, 276, 232N, 1674W,  65,  981, XX,  50, NEQ,   25,   18,   13,   20,     ,     ,  37,
EP, 12, 2026082900, 03, FNV3, 276, 232N, 1674W,  65,  981, XX,  64, NEQ,   10,    8,    6,   10,     ,     ,  37,
EP, 12, 2026082900, 03, FNV3, 282, 237N, 1686W,  59,  985, XX,  34, NEQ,   82,   64,   47,   62,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 282, 237N, 1686W,  59,  985, XX,  50, NEQ,   23,   15,   11,   16,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 282, 237N, 1686W,  59,  985, XX,  64, NEQ,    9,    4,    3,    5,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 288, 236N, 1694W,  63,  983, XX,  34, NEQ,   81,   62,   45,   60,     ,     ,  30,
EP, 12, 2026082900, 03, FNV3, 288, 236N, 1694W,  63,  983, XX,  50, NEQ,   27,   18,   13,   19,     ,     ,  30,
EP, 12, 2026082900, 03, FNV3, 288, 236N, 1694W,  63,  983, XX,  64, NEQ,   12,    7,    6,    8,     ,     ,  30,
EP, 12, 2026082900, 03, FNV3, 294, 241N, 1705W,  57,  987, XX,  34, NEQ,   82,   64,   47,   64,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 294, 241N, 1705W,  57,  987, XX,  50, NEQ,   26,   19,   14,   19,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 294, 241N, 1705W,  57,  987, XX,  64, NEQ,    8,    5,    4,    5,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 300, 239N, 1711W,  62,  984, XX,  34, NEQ,   78,   56,   41,   56,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 300, 239N, 1711W,  62,  984, XX,  50, NEQ,   27,   16,   11,   17,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 300, 239N, 1711W,  62,  984, XX,  64, NEQ,   10,    7,    6,    9,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 306, 242N, 1723W,  61,  985, XX,  34, NEQ,   80,   64,   47,   65,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 306, 242N, 1723W,  61,  985, XX,  50, NEQ,   24,   17,   13,   18,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 306, 242N, 1723W,  61,  985, XX,  64, NEQ,    9,    7,    5,    7,     ,     ,  32,
EP, 12, 2026082900, 03, FNV3, 312, 245N, 1745W,  61,  984, XX,  34, NEQ,   77,   61,   45,   64,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 312, 245N, 1745W,  61,  984, XX,  50, NEQ,   17,   10,    7,   14,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 312, 245N, 1745W,  61,  984, XX,  64, NEQ,    6,    3,    2,    4,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 318, 247N, 1758W,  62,  981, XX,  34, NEQ,   88,   74,   59,   76,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 318, 247N, 1758W,  62,  981, XX,  50, NEQ,   28,   22,   15,   21,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 318, 247N, 1758W,  62,  981, XX,  64, NEQ,   11,    8,    7,    9,     ,     ,  29,
EP, 12, 2026082900, 03, FNV3, 324, 248N, 1769W,  60,  984, XX,  34, NEQ,   72,   60,   47,   60,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 324, 248N, 1769W,  60,  984, XX,  50, NEQ,   21,   16,   12,   16,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 324, 248N, 1769W,  60,  984, XX,  64, NEQ,    6,    4,    3,    4,     ,     ,  27,
EP, 12, 2026082900, 03, FNV3, 330, 248N, 1775W,  58,  984, XX,  34, NEQ,   78,   64,   48,   65,     ,     ,  36,
EP, 12, 2026082900, 03, FNV3, 330, 248N, 1775W,  58,  984, XX,  50, NEQ,   22,   18,   14,   18,     ,     ,  36,
EP, 12, 2026082900, 03, FNV3, 330, 248N, 1775W,  58,  984, XX,  64, NEQ,    8,    7,    5,    7,     ,     ,  36,
EP, 12, 2026082900, 03, FNV3, 336, 252N, 1786W,  59,  984, XX,  34, NEQ,   71,   60,   47,   59,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 336, 252N, 1786W,  59,  984, XX,  50, NEQ,   17,   12,    7,   11,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 336, 252N, 1786W,  59,  984, XX,  64, NEQ,    5,    3,    2,    3,     ,     ,  31,
EP, 12, 2026082900, 03, FNV3, 342, 254N, 1795E,  61,  982, XX,  34, NEQ,   92,   66,   49,   64,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 342, 254N, 1795E,  61,  982, XX,  50, NEQ,   21,   14,   10,   15,     ,     ,  33,
EP, 12, 2026082900, 03, FNV3, 342, 254N, 1795E,  61,  982, XX,  64, NEQ,    5,    4,    3,    4,     ,     ,  33,
WP, 20, 2026082900, 03, FNV3,   0, 222N, 1678E,  64,  981, XX,  34, NEQ,   30,   45,   30,   30,     ,     ,  10,
WP, 20, 2026082900, 03, FNV3,   6, 239N, 1682E,  61,  984, XX,  34, NEQ,   61,   66,   45,   44,     ,     ,  17,
WP, 20, 2026082900, 03, FNV3,   6, 239N, 1682E,  61,  984, XX,  50, NEQ,   11,   15,    7,    6,     ,     ,  17,
WP, 20, 2026082900, 03, FNV3,   6, 239N, 1682E,  61,  984, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  17,
WP, 20, 2026082900, 03, FNV3,  12, 257N, 1688E,  57,  986, XX,  34, NEQ,   61,   63,   40,   42,     ,     ,  26,
WP, 20, 2026082900, 03, FNV3,  12, 257N, 1688E,  57,  986, XX,  50, NEQ,   16,   18,    9,    9,     ,     ,  26,
WP, 20, 2026082900, 03, FNV3,  12, 257N, 1688E,  57,  986, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  26,
WP, 20, 2026082900, 03, FNV3,  18, 279N, 1690E,  53,  987, XX,  34, NEQ,   74,   76,   50,   54,     ,     ,  25,
WP, 20, 2026082900, 03, FNV3,  18, 279N, 1690E,  53,  987, XX,  50, NEQ,   12,   13,    5,    6,     ,     ,  25,
WP, 20, 2026082900, 03, FNV3,  18, 279N, 1690E,  53,  987, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  25,
WP, 21, 2026082900, 03, FNV3,   0, 264N, 1658E,  35,  990, XX,  34, NEQ,   90,     ,     ,     ,     ,     ,  25,
WP, 21, 2026082900, 03, FNV3,   6, 281N, 1653E,  35,  997, XX,  34, NEQ,   34,   18,   11,   15,     ,     ,  53,
WP, 21, 2026082900, 03, FNV3,  12, 292N, 1649E,  36,  996, XX,  34, NEQ,   32,   16,   11,   13,     ,     ,  49,
WP, 21, 2026082900, 03, FNV3,  18, 298N, 1653E,  38,  995, XX,  34, NEQ,   42,   22,   13,   15,     ,     ,  51,
WP, 21, 2026082900, 03, FNV3,  18, 298N, 1653E,  38,  995, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  51,
WP, 21, 2026082900, 03, FNV3,  24, 305N, 1658E,  35,  995, XX,  34, NEQ,   21,    7,    3,    2,     ,     ,  50,
WP, 21, 2026082900, 03, FNV3,  24, 305N, 1658E,  35,  995, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  50,
WP, 21, 2026082900, 03, FNV3,  30, 316N, 1661E,  31,  996, XX,  34, NEQ,    6,    6,    4,    3,     ,     ,  50,
WP, 21, 2026082900, 03, FNV3,  36, 319N, 1657E,  29,  997, XX,  34, NEQ,    7,    5,    2,    3,     ,     ,  52,
WP, 21, 2026082900, 03, FNV3,  42, 321N, 1660E,  30,  998, XX,  34, NEQ,    6,    5,    1,    2,     ,     ,  54,
WP, 21, 2026082900, 03, FNV3,  48, 326N, 1666E,  31,  998, XX,  34, NEQ,    3,    5,    2,    2,     ,     ,  50,
WP, 21, 2026082900, 03, FNV3,  54, 336N, 1671E,  29, 1000, XX,  34, NEQ,    1,    2,    1,    1,     ,     ,  52,
