# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 04, 2026082812, 03, FNV3,   0, 148N,  458W,  35, 1008, XX,  34, NEQ,  100,     ,     ,   80,     ,     ,  50,
EP, 12, 2026082812, 03, FNV3, 138, 139N, 1538W,  93,  966, XX,  34, NEQ,  103,   81,   72,   98,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 138, 139N, 1538W,  93,  966, XX,  50, NEQ,   52,   42,   35,   46,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 138, 139N, 1538W,  93,  966, XX,  64, NEQ,   28,   23,   19,   24,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 144, 141N, 1546W,  95,  965, XX,  34, NEQ,   95,   74,   64,   89,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 144, 141N, 1546W,  95,  965, XX,  50, NEQ,   48,   38,   31,   43,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 144, 141N, 1546W,  95,  965, XX,  64, NEQ,   27,   23,   19,   24,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 150, 143N, 1553W,  92,  966, XX,  34, NEQ,   90,   73,   64,   84,     ,     ,  18,
EP, 12, 2026082812, 03, FNV3, 150, 143N, 1553W,  92,  966, XX,  50, NEQ,   43,   35,   28,   38,     ,     ,  18,
EP, 12, 2026082812, 03, FNV3, 150, 143N, 1553W,  92,  966, XX,  64, NEQ,   23,   18,   15,   19,     ,     ,  18,
EP, 12, 2026082812, 03, FNV3, 156, 145N, 1558W,  98,  960, XX,  34, NEQ,   93,   75,   64,   86,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 156, 145N, 1558W,  98,  960, XX,  50, NEQ,   48,   38,   31,   42,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 156, 145N, 1558W,  98,  960, XX,  64, NEQ,   28,   22,   19,   23,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 162, 147N, 1564W,  99,  960, XX,  34, NEQ,   94,   76,   69,   89,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 162, 147N, 1564W,  99,  960, XX,  50, NEQ,   47,   39,   33,   43,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 162, 147N, 1564W,  99,  960, XX,  64, NEQ,   27,   24,   20,   24,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 168, 149N, 1569W,  98,  960, XX,  34, NEQ,   95,   76,   64,   87,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 168, 149N, 1569W,  98,  960, XX,  50, NEQ,   47,   37,   30,   41,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 168, 149N, 1569W,  98,  960, XX,  64, NEQ,   27,   23,   19,   23,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 174, 149N, 1573W, 100,  959, XX,  34, NEQ,   91,   78,   70,   84,     ,     ,  19,
EP, 12, 2026082812, 03, FNV3, 174, 149N, 1573W, 100,  959, XX,  50, NEQ,   42,   36,   30,   37,     ,     ,  19,
EP, 12, 2026082812, 03, FNV3, 174, 149N, 1573W, 100,  959, XX,  64, NEQ,   26,   21,   17,   21,     ,     ,  19,
EP, 12, 2026082812, 03, FNV3, 180, 152N, 1576W,  98,  960, XX,  34, NEQ,   91,   78,   67,   84,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 180, 152N, 1576W,  98,  960, XX,  50, NEQ,   44,   37,   30,   39,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 180, 152N, 1576W,  98,  960, XX,  64, NEQ,   24,   20,   17,   21,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 186, 154N, 1579W, 100,  957, XX,  34, NEQ,   93,   81,   71,   85,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 186, 154N, 1579W, 100,  957, XX,  50, NEQ,   44,   37,   31,   38,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 186, 154N, 1579W, 100,  957, XX,  64, NEQ,   26,   21,   18,   21,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 192, 157N, 1581W, 102,  957, XX,  34, NEQ,   95,   82,   67,   86,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 192, 157N, 1581W, 102,  957, XX,  50, NEQ,   41,   35,   28,   36,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 192, 157N, 1581W, 102,  957, XX,  64, NEQ,   24,   20,   17,   20,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 198, 160N, 1583W,  97,  959, XX,  34, NEQ,   92,   83,   64,   79,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 198, 160N, 1583W,  97,  959, XX,  50, NEQ,   41,   35,   28,   34,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 198, 160N, 1583W,  97,  959, XX,  64, NEQ,   24,   20,   16,   19,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 204, 165N, 1585W,  98,  959, XX,  34, NEQ,   98,   92,   70,   81,     ,     ,  13,
EP, 12, 2026082812, 03, FNV3, 204, 165N, 1585W,  98,  959, XX,  50, NEQ,   41,   36,   27,   34,     ,     ,  13,
EP, 12, 2026082812, 03, FNV3, 204, 165N, 1585W,  98,  959, XX,  64, NEQ,   22,   18,   15,   17,     ,     ,  13,
EP, 12, 2026082812, 03, FNV3, 210, 172N, 1586W,  94,  962, XX,  34, NEQ,  100,   93,   69,   82,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 210, 172N, 1586W,  94,  962, XX,  50, NEQ,   40,   35,   27,   33,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 210, 172N, 1586W,  94,  962, XX,  64, NEQ,   21,   17,   14,   16,     ,     ,  15,
EP, 12, 2026082812, 03, FNV3, 216, 178N, 1587W,  87,  968, XX,  34, NEQ,   96,   87,   60,   78,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 216, 178N, 1587W,  87,  968, XX,  50, NEQ,   39,   33,   24,   32,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 216, 178N, 1587W,  87,  968, XX,  64, NEQ,   20,   17,   14,   16,     ,     ,  14,
EP, 12, 2026082812, 03, FNV3, 222, 185N, 1589W,  84,  970, XX,  34, NEQ,   93,   85,   61,   75,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 222, 185N, 1589W,  84,  970, XX,  50, NEQ,   36,   30,   22,   28,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 222, 185N, 1589W,  84,  970, XX,  64, NEQ,   16,   14,   10,   13,     ,     ,  17,
EP, 12, 2026082812, 03, FNV3, 228, 193N, 1592W,  80,  973, XX,  34, NEQ,   93,   83,   60,   75,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 228, 193N, 1592W,  80,  973, XX,  50, NEQ,   34,   28,   20,   27,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 228, 193N, 1592W,  80,  973, XX,  64, NEQ,   15,   13,   10,   13,     ,     ,  16,
EP, 12, 2026082812, 03, FNV3, 234, 200N, 1596W,  72,  979, XX,  34, NEQ,   82,   71,   50,   65,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3, 234, 200N, 1596W,  72,  979, XX,  50, NEQ,   29,   24,   18,   23,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3, 234, 200N, 1596W,  72,  979, XX,  64, NEQ,   12,   10,    7,    9,     ,     ,  22,
EP, 12, 2026082812, 03, FNV3, 240, 207N, 1601W,  68,  982, XX,  34, NEQ,   79,   68,   48,   64,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3, 240, 207N, 1601W,  68,  982, XX,  50, NEQ,   30,   22,   15,   23,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3, 240, 207N, 1601W,  68,  982, XX,  64, NEQ,   11,    9,    6,    9,     ,     ,  24,
EP, 12, 2026082812, 03, FNV3, 246, 212N, 1607W,  61,  986, XX,  34, NEQ,   82,   68,   47,   66,     ,     ,  31,
EP, 12, 2026082812, 03, FNV3, 246, 212N, 1607W,  61,  986, XX,  50, NEQ,   25,   17,   12,   17,     ,     ,  31,
EP, 12, 2026082812, 03, FNV3, 246, 212N, 1607W,  61,  986, XX,  64, NEQ,    8,    6,    5,    6,     ,     ,  31,
EP, 12, 2026082812, 03, FNV3, 252, 217N, 1613W,  57,  988, XX,  34, NEQ,   78,   62,   44,   61,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 252, 217N, 1613W,  57,  988, XX,  50, NEQ,   21,   15,   10,   15,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 252, 217N, 1613W,  57,  988, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 258, 221N, 1617W,  56,  988, XX,  34, NEQ,   67,   51,   36,   51,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 258, 221N, 1617W,  56,  988, XX,  50, NEQ,   21,   14,   10,   13,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 258, 221N, 1617W,  56,  988, XX,  64, NEQ,    6,    5,    3,    4,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 264, 226N, 1627W,  56,  989, XX,  34, NEQ,   75,   61,   43,   60,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 264, 226N, 1627W,  56,  989, XX,  50, NEQ,   18,   12,    8,   12,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 264, 226N, 1627W,  56,  989, XX,  64, NEQ,    8,    4,    3,    4,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 270, 228N, 1631W,  58,  988, XX,  34, NEQ,   66,   48,   34,   48,     ,     ,  29,
EP, 12, 2026082812, 03, FNV3, 270, 228N, 1631W,  58,  988, XX,  50, NEQ,   16,   13,    9,   12,     ,     ,  29,
EP, 12, 2026082812, 03, FNV3, 270, 228N, 1631W,  58,  988, XX,  64, NEQ,    6,    6,    4,    5,     ,     ,  29,
EP, 12, 2026082812, 03, FNV3, 276, 229N, 1641W,  60,  986, XX,  34, NEQ,   84,   62,   46,   63,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 276, 229N, 1641W,  60,  986, XX,  50, NEQ,   22,   18,   13,   18,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 276, 229N, 1641W,  60,  986, XX,  64, NEQ,    9,    5,    4,    6,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 282, 227N, 1643W,  59,  986, XX,  34, NEQ,   70,   56,   41,   55,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 282, 227N, 1643W,  59,  986, XX,  50, NEQ,   21,   13,   10,   13,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 282, 227N, 1643W,  59,  986, XX,  64, NEQ,   10,    6,    5,    6,     ,     ,  30,
EP, 12, 2026082812, 03, FNV3, 288, 230N, 1652W,  59,  986, XX,  34, NEQ,   76,   53,   38,   56,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 288, 230N, 1652W,  59,  986, XX,  50, NEQ,   25,   12,    9,   13,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 288, 230N, 1652W,  59,  986, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 294, 234N, 1658W,  59,  986, XX,  34, NEQ,   73,   58,   42,   56,     ,     ,  34,
EP, 12, 2026082812, 03, FNV3, 294, 234N, 1658W,  59,  986, XX,  50, NEQ,   13,    9,    6,   10,     ,     ,  34,
EP, 12, 2026082812, 03, FNV3, 294, 234N, 1658W,  59,  986, XX,  64, NEQ,    5,    3,    3,    4,     ,     ,  34,
EP, 12, 2026082812, 03, FNV3, 300, 240N, 1667W,  60,  987, XX,  34, NEQ,   77,   64,   47,   62,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 300, 240N, 1667W,  60,  987, XX,  50, NEQ,   20,   11,    8,   12,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 300, 240N, 1667W,  60,  987, XX,  64, NEQ,    6,    3,    2,    3,     ,     ,  27,
EP, 12, 2026082812, 03, FNV3, 306, 240N, 1676W,  64,  983, XX,  34, NEQ,   81,   62,   47,   64,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 306, 240N, 1676W,  64,  983, XX,  50, NEQ,   27,   20,   15,   20,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 306, 240N, 1676W,  64,  983, XX,  64, NEQ,   11,    9,    8,   10,     ,     ,  28,
EP, 12, 2026082812, 03, FNV3, 312, 246N, 1677W,  65,  983, XX,  34, NEQ,   78,   56,   42,   56,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 312, 246N, 1677W,  65,  983, XX,  50, NEQ,   25,   16,   12,   18,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 312, 246N, 1677W,  65,  983, XX,  64, NEQ,    9,    7,    5,    7,     ,     ,  32,
EP, 12, 2026082812, 03, FNV3, 318, 250N, 1680W,  60,  986, XX,  34, NEQ,   80,   64,   48,   60,     ,     ,  29,
EP, 12, 2026082812, 03, FNV3, 318, 250N, 1680W,  60,  986, XX,  50, NEQ,   25,   21,   15,   18,     ,     ,  29,
EP, 12, 2026082812, 03, FNV3, 318, 250N, 1680W,  60,  986, XX,  64, NEQ,   11,    7,    6,    7,     ,     ,  29,
WP, 20, 2026082812, 03, FNV3,   0, 195N, 1665E,  64,  984, XX,  34, NEQ,   30,   40,   35,   30,     ,     ,   5,
WP, 20, 2026082812, 03, FNV3,   6, 207N, 1672E,  52,  991, XX,  34, NEQ,   48,   52,   35,   34,     ,     ,  26,
WP, 20, 2026082812, 03, FNV3,   6, 207N, 1672E,  52,  991, XX,  50, NEQ,    6,    9,    3,    2,     ,     ,  26,
WP, 20, 2026082812, 03, FNV3,   6, 207N, 1672E,  52,  991, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  26,
WP, 20, 2026082812, 03, FNV3,  12, 221N, 1678E,  53,  990, XX,  34, NEQ,   41,   47,   29,   27,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  12, 221N, 1678E,  53,  990, XX,  50, NEQ,    6,    9,    1,    2,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  12, 221N, 1678E,  53,  990, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  18, 236N, 1684E,  64,  982, XX,  34, NEQ,   64,   71,   48,   46,     ,     ,  16,
WP, 20, 2026082812, 03, FNV3,  18, 236N, 1684E,  64,  982, XX,  50, NEQ,   15,   18,    9,    9,     ,     ,  16,
WP, 20, 2026082812, 03, FNV3,  18, 236N, 1684E,  64,  982, XX,  64, NEQ,    4,    4,    2,    2,     ,     ,  16,
WP, 20, 2026082812, 03, FNV3,  24, 253N, 1689E,  65,  981, XX,  34, NEQ,   66,   73,   46,   45,     ,     ,  18,
WP, 20, 2026082812, 03, FNV3,  24, 253N, 1689E,  65,  981, XX,  50, NEQ,   18,   21,   10,   11,     ,     ,  18,
WP, 20, 2026082812, 03, FNV3,  24, 253N, 1689E,  65,  981, XX,  64, NEQ,    5,    5,    3,    3,     ,     ,  18,
WP, 20, 2026082812, 03, FNV3,  30, 272N, 1691E,  62,  982, XX,  34, NEQ,   79,   85,   57,   57,     ,     ,  20,
WP, 20, 2026082812, 03, FNV3,  30, 272N, 1691E,  62,  982, XX,  50, NEQ,   21,   19,   10,   11,     ,     ,  20,
WP, 20, 2026082812, 03, FNV3,  30, 272N, 1691E,  62,  982, XX,  64, NEQ,    5,    5,    2,    2,     ,     ,  20,
WP, 20, 2026082812, 03, FNV3,  36, 292N, 1692E,  53,  985, XX,  34, NEQ,   60,   67,   42,   42,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  36, 292N, 1692E,  53,  985, XX,  50, NEQ,   11,   13,    6,    6,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  36, 292N, 1692E,  53,  985, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  25,
WP, 20, 2026082812, 03, FNV3,  42, 315N, 1685E,  49,  987, XX,  34, NEQ,   51,   57,   36,   35,     ,     ,  29,
WP, 20, 2026082812, 03, FNV3,  42, 315N, 1685E,  49,  987, XX,  50, NEQ,    4,    6,    2,    2,     ,     ,  29,
WP, 21, 2026082812, 03, FNV3,   0, 252N, 1665E,  45,  990, XX,  34, NEQ,  120,  140,     ,     ,     ,     ,  40,
WP, 21, 2026082812, 03, FNV3,   6, 261N, 1659E,  37,  997, XX,  34, NEQ,   50,   23,   15,   20,     ,     ,  59,
WP, 21, 2026082812, 03, FNV3,  12, 271N, 1654E,  35,  998, XX,  34, NEQ,   35,    4,    2,    6,     ,     ,  62,
WP, 21, 2026082812, 03, FNV3,  18, 281N, 1653E,  35,  997, XX,  34, NEQ,   37,   18,   10,   12,     ,     ,  63,
WP, 21, 2026082812, 03, FNV3,  24, 292N, 1651E,  36,  996, XX,  34, NEQ,   30,    9,    5,    7,     ,     ,  54,
WP, 21, 2026082812, 03, FNV3,  24, 292N, 1651E,  36,  996, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  54,
WP, 21, 2026082812, 03, FNV3,  30, 303N, 1650E,  38,  994, XX,  34, NEQ,   39,   21,   12,   16,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  30, 303N, 1650E,  38,  994, XX,  50, NEQ,    2,    1,    1,    1,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  36, 309N, 1650E,  38,  993, XX,  34, NEQ,   29,   24,   13,   19,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  36, 309N, 1650E,  38,  993, XX,  50, NEQ,    2,    1,    0,    0,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  42, 315N, 1653E,  36,  994, XX,  34, NEQ,   32,   27,   24,   21,     ,     ,  49,
WP, 21, 2026082812, 03, FNV3,  42, 315N, 1653E,  36,  994, XX,  50, NEQ,    2,    3,    1,    1,     ,     ,  49,
WP, 21, 2026082812, 03, FNV3,  48, 321N, 1659E,  37,  993, XX,  34, NEQ,   19,   22,   14,   11,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  48, 321N, 1659E,  37,  993, XX,  50, NEQ,    1,    3,    0,    0,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  48, 321N, 1659E,  37,  993, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  46,
WP, 21, 2026082812, 03, FNV3,  54, 326N, 1661E,  34,  994, XX,  34, NEQ,   18,   21,   12,   12,     ,     ,  41,
WP, 21, 2026082812, 03, FNV3,  54, 326N, 1661E,  34,  994, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  41,
WP, 21, 2026082812, 03, FNV3,  60, 329N, 1663E,  34,  995, XX,  34, NEQ,   10,   14,   11,    6,     ,     ,  43,
WP, 21, 2026082812, 03, FNV3,  66, 339N, 1667E,  33,  997, XX,  34, NEQ,    9,   19,    8,    6,     ,     ,  42,
WP, 21, 2026082812, 03, FNV3,  72, 352N, 1673E,  34,  997, XX,  34, NEQ,   14,   17,   10,    8,     ,     ,  50,
WP, 21, 2026082812, 03, FNV3,  72, 352N, 1673E,  34,  997, XX,  50, NEQ,    0,    3,    0,    0,     ,     ,  50,
WP, 21, 2026082812, 03, FNV3,  78, 356N, 1678E,  34,  998, XX,  34, NEQ,   31,   23,   20,   15,     ,     ,  56,
WP, 21, 2026082812, 03, FNV3,  78, 356N, 1678E,  34,  998, XX,  50, NEQ,    1,    7,    5,    1,     ,     ,  56,
