# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 04, 2026082800, 03, FNV3,   0, 137N,  414W,  35, 1007, XX,  34, NEQ,  100,     ,     ,     ,     ,     ,  50,
EP, 12, 2026082800, 03, FNV3, 144, 138N, 1517W,  93,  965, XX,  64, NEQ,   24,   20,   17,   21,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 150, 140N, 1524W,  90,  967, XX,  34, NEQ,   94,   76,   67,   88,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 150, 140N, 1524W,  90,  967, XX,  50, NEQ,   46,   37,   30,   41,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 150, 140N, 1524W,  90,  967, XX,  64, NEQ,   24,   20,   17,   21,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 156, 142N, 1532W,  86,  970, XX,  34, NEQ,   97,   79,   67,   89,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 156, 142N, 1532W,  86,  970, XX,  50, NEQ,   43,   35,   28,   37,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 156, 142N, 1532W,  86,  970, XX,  64, NEQ,   21,   18,   15,   18,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 162, 144N, 1538W,  90,  967, XX,  34, NEQ,   98,   80,   68,   88,     ,     ,  20,
EP, 12, 2026082800, 03, FNV3, 162, 144N, 1538W,  90,  967, XX,  50, NEQ,   45,   37,   30,   39,     ,     ,  20,
EP, 12, 2026082800, 03, FNV3, 162, 144N, 1538W,  90,  967, XX,  64, NEQ,   25,   21,   17,   21,     ,     ,  20,
EP, 12, 2026082800, 03, FNV3, 168, 147N, 1544W,  95,  963, XX,  34, NEQ,   96,   79,   66,   86,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 168, 147N, 1544W,  95,  963, XX,  50, NEQ,   46,   36,   29,   39,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 168, 147N, 1544W,  95,  963, XX,  64, NEQ,   24,   20,   16,   20,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 174, 148N, 1548W,  98,  961, XX,  34, NEQ,   96,   80,   69,   87,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 174, 148N, 1548W,  98,  961, XX,  50, NEQ,   43,   35,   29,   38,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 174, 148N, 1548W,  98,  961, XX,  64, NEQ,   25,   21,   18,   21,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 180, 150N, 1552W,  97,  960, XX,  34, NEQ,   91,   77,   66,   84,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 180, 150N, 1552W,  97,  960, XX,  50, NEQ,   42,   34,   29,   37,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 180, 150N, 1552W,  97,  960, XX,  64, NEQ,   24,   20,   16,   20,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 186, 151N, 1556W,  93,  964, XX,  34, NEQ,   91,   79,   68,   84,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 186, 151N, 1556W,  93,  964, XX,  50, NEQ,   40,   34,   27,   35,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 186, 151N, 1556W,  93,  964, XX,  64, NEQ,   22,   19,   15,   18,     ,     ,  18,
EP, 12, 2026082800, 03, FNV3, 192, 153N, 1560W,  96,  961, XX,  34, NEQ,   91,   80,   67,   83,     ,     ,  17,
EP, 12, 2026082800, 03, FNV3, 192, 153N, 1560W,  96,  961, XX,  50, NEQ,   37,   30,   24,   32,     ,     ,  17,
EP, 12, 2026082800, 03, FNV3, 192, 153N, 1560W,  96,  961, XX,  64, NEQ,   22,   17,   15,   18,     ,     ,  17,
EP, 12, 2026082800, 03, FNV3, 198, 155N, 1562W,  97,  959, XX,  34, NEQ,   90,   79,   68,   81,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 198, 155N, 1562W,  97,  959, XX,  50, NEQ,   42,   36,   31,   37,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 198, 155N, 1562W,  97,  959, XX,  64, NEQ,   23,   20,   17,   20,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 204, 156N, 1565W,  93,  962, XX,  34, NEQ,   88,   78,   63,   78,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 204, 156N, 1565W,  93,  962, XX,  50, NEQ,   38,   31,   26,   33,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 204, 156N, 1565W,  93,  962, XX,  64, NEQ,   21,   17,   14,   17,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 210, 159N, 1567W,  96,  961, XX,  34, NEQ,   88,   81,   62,   76,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 210, 159N, 1567W,  96,  961, XX,  50, NEQ,   40,   32,   25,   32,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 210, 159N, 1567W,  96,  961, XX,  64, NEQ,   21,   16,   13,   16,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 216, 162N, 1570W,  95,  961, XX,  34, NEQ,   88,   79,   64,   78,     ,     ,  12,
EP, 12, 2026082800, 03, FNV3, 216, 162N, 1570W,  95,  961, XX,  50, NEQ,   37,   30,   24,   31,     ,     ,  12,
EP, 12, 2026082800, 03, FNV3, 216, 162N, 1570W,  95,  961, XX,  64, NEQ,   20,   17,   14,   17,     ,     ,  12,
EP, 12, 2026082800, 03, FNV3, 222, 167N, 1572W,  94,  961, XX,  34, NEQ,   93,   85,   64,   77,     ,     ,  14,
EP, 12, 2026082800, 03, FNV3, 222, 167N, 1572W,  94,  961, XX,  50, NEQ,   38,   30,   23,   29,     ,     ,  14,
EP, 12, 2026082800, 03, FNV3, 222, 167N, 1572W,  94,  961, XX,  64, NEQ,   19,   16,   12,   15,     ,     ,  14,
EP, 12, 2026082800, 03, FNV3, 228, 171N, 1574W,  87,  967, XX,  34, NEQ,   96,   86,   63,   81,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 228, 171N, 1574W,  87,  967, XX,  50, NEQ,   33,   27,   20,   27,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 228, 171N, 1574W,  87,  967, XX,  64, NEQ,   15,   12,   10,   12,     ,     ,  15,
EP, 12, 2026082800, 03, FNV3, 234, 176N, 1576W,  87,  966, XX,  34, NEQ,   92,   84,   64,   76,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 234, 176N, 1576W,  87,  966, XX,  50, NEQ,   35,   30,   24,   28,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 234, 176N, 1576W,  87,  966, XX,  64, NEQ,   17,   15,   13,   14,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 240, 180N, 1579W,  81,  971, XX,  34, NEQ,   89,   80,   61,   73,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 240, 180N, 1579W,  81,  971, XX,  50, NEQ,   29,   26,   18,   24,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 240, 180N, 1579W,  81,  971, XX,  64, NEQ,   13,   11,    9,   11,     ,     ,  16,
EP, 12, 2026082800, 03, FNV3, 246, 184N, 1580W,  78,  973, XX,  34, NEQ,   86,   80,   61,   71,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 246, 184N, 1580W,  78,  973, XX,  50, NEQ,   31,   27,   19,   24,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 246, 184N, 1580W,  78,  973, XX,  64, NEQ,   14,   13,   10,   11,     ,     ,  19,
EP, 12, 2026082800, 03, FNV3, 252, 188N, 1583W,  72,  976, XX,  34, NEQ,   90,   80,   62,   73,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 252, 188N, 1583W,  72,  976, XX,  50, NEQ,   30,   23,   17,   23,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 252, 188N, 1583W,  72,  976, XX,  64, NEQ,   13,   10,    8,   10,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 258, 191N, 1585W,  67,  979, XX,  34, NEQ,   83,   73,   56,   66,     ,     ,  25,
EP, 12, 2026082800, 03, FNV3, 258, 191N, 1585W,  67,  979, XX,  50, NEQ,   25,   24,   17,   21,     ,     ,  25,
EP, 12, 2026082800, 03, FNV3, 258, 191N, 1585W,  67,  979, XX,  64, NEQ,   11,   11,    8,    9,     ,     ,  25,
EP, 12, 2026082800, 03, FNV3, 264, 195N, 1591W,  66,  980, XX,  34, NEQ,   79,   70,   53,   64,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 264, 195N, 1591W,  66,  980, XX,  50, NEQ,   19,   16,   11,   15,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 264, 195N, 1591W,  66,  980, XX,  64, NEQ,    9,    7,    5,    7,     ,     ,  22,
EP, 12, 2026082800, 03, FNV3, 270, 199N, 1595W,  62,  983, XX,  34, NEQ,   91,   79,   60,   73,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 270, 199N, 1595W,  62,  983, XX,  50, NEQ,   24,   20,   15,   18,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 270, 199N, 1595W,  62,  983, XX,  64, NEQ,   10,    8,    7,    7,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 276, 204N, 1602W,  61,  983, XX,  34, NEQ,   74,   64,   51,   60,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 276, 204N, 1602W,  61,  983, XX,  50, NEQ,   19,   12,    9,   12,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 276, 204N, 1602W,  61,  983, XX,  64, NEQ,    8,    6,    4,    5,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 282, 207N, 1607W,  60,  985, XX,  34, NEQ,   86,   72,   52,   66,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 282, 207N, 1607W,  60,  985, XX,  50, NEQ,   25,   20,   13,   16,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 282, 207N, 1607W,  60,  985, XX,  64, NEQ,   10,    9,    6,    7,     ,     ,  33,
EP, 12, 2026082800, 03, FNV3, 288, 214N, 1618W,  59,  984, XX,  34, NEQ,   76,   64,   48,   61,     ,     ,  32,
EP, 12, 2026082800, 03, FNV3, 288, 214N, 1618W,  59,  984, XX,  50, NEQ,   19,   15,   11,   15,     ,     ,  32,
EP, 12, 2026082800, 03, FNV3, 288, 214N, 1618W,  59,  984, XX,  64, NEQ,    8,    7,    5,    7,     ,     ,  32,
EP, 12, 2026082800, 03, FNV3, 294, 215N, 1631W,  58,  985, XX,  34, NEQ,   83,   71,   53,   65,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 294, 215N, 1631W,  58,  985, XX,  50, NEQ,   22,   18,   13,   16,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 294, 215N, 1631W,  58,  985, XX,  64, NEQ,    9,    7,    6,    7,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 300, 222N, 1642W,  58,  986, XX,  34, NEQ,   83,   66,   48,   62,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 300, 222N, 1642W,  58,  986, XX,  50, NEQ,   21,   17,   13,   16,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 300, 222N, 1642W,  58,  986, XX,  64, NEQ,    9,    8,    6,    7,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 306, 224N, 1650W,  59,  985, XX,  34, NEQ,   88,   73,   56,   67,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 306, 224N, 1650W,  59,  985, XX,  50, NEQ,   29,   25,   18,   21,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 306, 224N, 1650W,  59,  985, XX,  64, NEQ,   11,   10,    8,    9,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 312, 229N, 1658W,  58,  986, XX,  34, NEQ,   73,   56,   38,   49,     ,     ,  34,
EP, 12, 2026082800, 03, FNV3, 312, 229N, 1658W,  58,  986, XX,  50, NEQ,   20,   19,   11,   17,     ,     ,  34,
EP, 12, 2026082800, 03, FNV3, 312, 229N, 1658W,  58,  986, XX,  64, NEQ,    7,    5,    4,    5,     ,     ,  34,
EP, 12, 2026082800, 03, FNV3, 318, 234N, 1667W,  56,  987, XX,  34, NEQ,   67,   59,   43,   53,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 318, 234N, 1667W,  56,  987, XX,  50, NEQ,   23,   16,   11,   14,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 318, 234N, 1667W,  56,  987, XX,  64, NEQ,    9,    5,    4,    5,     ,     ,  35,
EP, 12, 2026082800, 03, FNV3, 324, 250N, 1681W,  57,  985, XX,  34, NEQ,   74,   63,   46,   59,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 324, 250N, 1681W,  57,  985, XX,  50, NEQ,   29,   23,   17,   22,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 324, 250N, 1681W,  57,  985, XX,  64, NEQ,   11,    9,    7,    8,     ,     ,  30,
EP, 12, 2026082800, 03, FNV3, 330, 267N, 1699W,  60,  983, XX,  34, NEQ,  107,   87,   67,   82,     ,     ,  37,
EP, 12, 2026082800, 03, FNV3, 330, 267N, 1699W,  60,  983, XX,  50, NEQ,   31,   22,   15,   20,     ,     ,  37,
EP, 12, 2026082800, 03, FNV3, 330, 267N, 1699W,  60,  983, XX,  64, NEQ,    8,    6,    4,    5,     ,     ,  37,
EP, 12, 2026082800, 03, FNV3, 336, 272N, 1710W,  59,  985, XX,  34, NEQ,  102,   83,   63,   81,     ,     ,  40,
EP, 12, 2026082800, 03, FNV3, 336, 272N, 1710W,  59,  985, XX,  50, NEQ,   31,   21,   15,   20,     ,     ,  40,
EP, 12, 2026082800, 03, FNV3, 336, 272N, 1710W,  59,  985, XX,  64, NEQ,    7,    6,    3,    5,     ,     ,  40,
EP, 12, 2026082800, 03, FNV3, 342, 280N, 1714W,  57,  986, XX,  34, NEQ,   88,   76,   55,   73,     ,     ,  38,
EP, 12, 2026082800, 03, FNV3, 342, 280N, 1714W,  57,  986, XX,  50, NEQ,   20,   19,   11,   15,     ,     ,  38,
EP, 12, 2026082800, 03, FNV3, 342, 280N, 1714W,  57,  986, XX,  64, NEQ,    6,    3,    2,    3,     ,     ,  38,
WP, 17, 2026082800, 03, FNV3,   0, 281N, 1210E,  51,  982, XX,  34, NEQ,  125,  100,  120,  135,     ,     ,  20,
WP, 17, 2026082800, 03, FNV3,   6, 276N, 1197E,  51,  982, XX,  34, NEQ,   88,   79,   66,   73,     ,     ,  22,
WP, 17, 2026082800, 03, FNV3,   6, 276N, 1197E,  51,  982, XX,  50, NEQ,   15,    9,    7,    9,     ,     ,  22,
WP, 17, 2026082800, 03, FNV3,   6, 276N, 1197E,  51,  982, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  22,
WP, 17, 2026082800, 03, FNV3,  12, 275N, 1182E,  39,  990, XX,  34, NEQ,   52,   45,   36,   43,     ,     ,  27,
WP, 17, 2026082800, 03, FNV3,  12, 275N, 1182E,  39,  990, XX,  50, NEQ,    2,    2,    1,    2,     ,     ,  27,
WP, 17, 2026082800, 03, FNV3,  18, 273N, 1167E,  29,  995, XX,  34, NEQ,    5,    4,    3,    4,     ,     ,  30,
WP, 17, 2026082800, 03, FNV3,  24, 272N, 1156E,  26,  996, XX,  34, NEQ,    0,    0,    0,    1,     ,     ,  34,
WP, 17, 2026082800, 03, FNV3,  30, 269N, 1146E,  24,  998, XX,  34, NEQ,    2,    1,    1,    1,     ,     ,  34,
WP, 17, 2026082800, 03, FNV3,  36, 266N, 1137E,  23,  999, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
WP, 17, 2026082800, 03, FNV3,  42, 260N, 1126E,  21, 1000, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  36,
WP, 17, 2026082800, 03, FNV3,  48, 249N, 1118E,  22, 1000, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
WP, 17, 2026082800, 03, FNV3,  54, 238N, 1110E,  21, 1000, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
WP, 17, 2026082800, 03, FNV3,  60, 227N, 1107E,  20, 1001, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  47,
WP, 20, 2026082800, 03, FNV3,   0, 182N, 1649E,  60,  989, XX,  34, NEQ,   40,   35,   35,   35,     ,     ,  10,
WP, 20, 2026082800, 03, FNV3,   6, 188N, 1656E,  48,  994, XX,  34, NEQ,   31,   38,   28,   24,     ,     ,  20,
WP, 20, 2026082800, 03, FNV3,   6, 188N, 1656E,  48,  994, XX,  50, NEQ,    2,    5,    1,    1,     ,     ,  20,
WP, 20, 2026082800, 03, FNV3,  12, 195N, 1664E,  48,  994, XX,  34, NEQ,   22,   30,   18,   14,     ,     ,  24,
WP, 20, 2026082800, 03, FNV3,  12, 195N, 1664E,  48,  994, XX,  50, NEQ,    2,    5,    1,    1,     ,     ,  24,
WP, 20, 2026082800, 03, FNV3,  18, 204N, 1672E,  53,  991, XX,  34, NEQ,   46,   52,   38,   34,     ,     ,  22,
WP, 20, 2026082800, 03, FNV3,  18, 204N, 1672E,  53,  991, XX,  50, NEQ,    7,   10,    4,    3,     ,     ,  22,
WP, 20, 2026082800, 03, FNV3,  18, 204N, 1672E,  53,  991, XX,  64, NEQ,    1,    1,    0,    0,     ,     ,  22,
WP, 20, 2026082800, 03, FNV3,  24, 217N, 1679E,  57,  987, XX,  34, NEQ,   40,   47,   31,   27,     ,     ,  20,
WP, 20, 2026082800, 03, FNV3,  24, 217N, 1679E,  57,  987, XX,  50, NEQ,    9,   12,    5,    4,     ,     ,  20,
WP, 20, 2026082800, 03, FNV3,  24, 217N, 1679E,  57,  987, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  20,
WP, 20, 2026082800, 03, FNV3,  30, 231N, 1686E,  69,  979, XX,  34, NEQ,   62,   70,   50,   45,     ,     ,  14,
WP, 20, 2026082800, 03, FNV3,  30, 231N, 1686E,  69,  979, XX,  50, NEQ,   16,   19,   11,   10,     ,     ,  14,
WP, 20, 2026082800, 03, FNV3,  30, 231N, 1686E,  69,  979, XX,  64, NEQ,    6,    5,    4,    4,     ,     ,  14,
WP, 20, 2026082800, 03, FNV3,  36, 247N, 1692E,  67,  980, XX,  34, NEQ,   60,   63,   42,   42,     ,     ,  17,
WP, 20, 2026082800, 03, FNV3,  36, 247N, 1692E,  67,  980, XX,  50, NEQ,   15,   19,   10,   10,     ,     ,  17,
WP, 20, 2026082800, 03, FNV3,  36, 247N, 1692E,  67,  980, XX,  64, NEQ,    4,    5,    3,    3,     ,     ,  17,
WP, 20, 2026082800, 03, FNV3,  42, 264N, 1694E,  63,  981, XX,  34, NEQ,   69,   69,   47,   48,     ,     ,  18,
WP, 20, 2026082800, 03, FNV3,  42, 264N, 1694E,  63,  981, XX,  50, NEQ,   20,   20,   13,   14,     ,     ,  18,
WP, 20, 2026082800, 03, FNV3,  42, 264N, 1694E,  63,  981, XX,  64, NEQ,    7,    7,    5,    5,     ,     ,  18,
WP, 20, 2026082800, 03, FNV3,  48, 281N, 1695E,  60,  983, XX,  34, NEQ,   78,   82,   57,   57,     ,     ,  21,
WP, 20, 2026082800, 03, FNV3,  48, 281N, 1695E,  60,  983, XX,  50, NEQ,   15,   17,    8,    9,     ,     ,  21,
WP, 20, 2026082800, 03, FNV3,  48, 281N, 1695E,  60,  983, XX,  64, NEQ,    5,    3,    2,    2,     ,     ,  21,
WP, 20, 2026082800, 03, FNV3,  54, 301N, 1692E,  61,  981, XX,  34, NEQ,   77,   80,   57,   57,     ,     ,  14,
WP, 20, 2026082800, 03, FNV3,  54, 301N, 1692E,  61,  981, XX,  50, NEQ,   21,   22,   15,   16,     ,     ,  14,
WP, 20, 2026082800, 03, FNV3,  54, 301N, 1692E,  61,  981, XX,  64, NEQ,    5,    6,    4,    4,     ,     ,  14,
WP, 21, 2026082800, 03, FNV3,   0, 241N, 1674E,  45,  994, XX,  34, NEQ,   80,   90,   40,   40,     ,     ,  25,
WP, 21, 2026082800, 03, FNV3,   6, 245N, 1670E,  38,  998, XX,  34, NEQ,   45,   17,   10,   15,     ,     ,  52,
WP, 21, 2026082800, 03, FNV3,   6, 245N, 1670E,  38,  998, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  52,
WP, 21, 2026082800, 03, FNV3,  12, 254N, 1668E,  41,  996, XX,  34, NEQ,   51,   19,   11,   15,     ,     ,  53,
WP, 21, 2026082800, 03, FNV3,  12, 254N, 1668E,  41,  996, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  53,
WP, 21, 2026082800, 03, FNV3,  18, 263N, 1664E,  39,  996, XX,  34, NEQ,   67,   40,   26,   33,     ,     ,  57,
WP, 21, 2026082800, 03, FNV3,  18, 263N, 1664E,  39,  996, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  57,
WP, 21, 2026082800, 03, FNV3,  24, 271N, 1661E,  39,  996, XX,  34, NEQ,   51,   20,   13,   18,     ,     ,  54,
WP, 21, 2026082800, 03, FNV3,  24, 271N, 1661E,  39,  996, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  54,
WP, 21, 2026082800, 03, FNV3,  30, 282N, 1656E,  37,  996, XX,  34, NEQ,   55,   25,   17,   24,     ,     ,  57,
WP, 21, 2026082800, 03, FNV3,  36, 293N, 1652E,  36,  995, XX,  34, NEQ,   34,   15,    9,   13,     ,     ,  54,
WP, 21, 2026082800, 03, FNV3,  42, 302N, 1651E,  36,  995, XX,  34, NEQ,   40,   23,   17,   21,     ,     ,  52,
WP, 21, 2026082800, 03, FNV3,  42, 302N, 1651E,  36,  995, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  52,
WP, 21, 2026082800, 03, FNV3,  48, 310N, 1651E,  36,  995, XX,  34, NEQ,   30,   12,    7,    9,     ,     ,  54,
WP, 21, 2026082800, 03, FNV3,  54, 316N, 1651E,  34,  995, XX,  34, NEQ,   23,   18,   13,   11,     ,     ,  55,
WP, 21, 2026082800, 03, FNV3,  54, 316N, 1651E,  34,  995, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  55,
WP, 21, 2026082800, 03, FNV3,  60, 318N, 1654E,  32,  996, XX,  34, NEQ,    9,    9,    6,    6,     ,     ,  45,
WP, 21, 2026082800, 03, FNV3,  60, 318N, 1654E,  32,  996, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  45,
WP, 21, 2026082800, 03, FNV3,  66, 325N, 1658E,  35,  995, XX,  34, NEQ,   23,   25,   16,   19,     ,     ,  45,
WP, 21, 2026082800, 03, FNV3,  66, 325N, 1658E,  35,  995, XX,  50, NEQ,    1,    4,    1,    1,     ,     ,  45,
WP, 21, 2026082800, 03, FNV3,  72, 334N, 1662E,  34,  996, XX,  34, NEQ,   14,   13,   11,   10,     ,     ,  44,
WP, 21, 2026082800, 03, FNV3,  72, 334N, 1662E,  34,  996, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  44,
WP, 21, 2026082800, 03, FNV3,  78, 330N, 1663E,  33,  997, XX,  34, NEQ,   24,   22,   17,   17,     ,     ,  50,
WP, 21, 2026082800, 03, FNV3,  84, 336N, 1666E,  31,  999, XX,  34, NEQ,   10,   12,    8,    4,     ,     ,  48,
