# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092400, 03, FNV3,   0, 298N,  396W,  35, 1010, XX,  34, NEQ,   60,     ,     ,   50,     ,     ,  50,
EP, 16, 2026092400, 03, FNV3,  24, 171N, 1242W,  98,  962, XX,  34, NEQ,  100,  113,   80,   76,     ,     ,  15,
EP, 16, 2026092400, 03, FNV3,  24, 171N, 1242W,  98,  962, XX,  50, NEQ,   39,   41,   30,   30,     ,     ,  15,
EP, 16, 2026092400, 03, FNV3,  24, 171N, 1242W,  98,  962, XX,  64, NEQ,   21,   19,   14,   15,     ,     ,  15,
EP, 16, 2026092400, 03, FNV3,  30, 175N, 1236W,  89,  970, XX,  34, NEQ,  102,  112,   85,   80,     ,     ,  18,
EP, 16, 2026092400, 03, FNV3,  30, 175N, 1236W,  89,  970, XX,  50, NEQ,   41,   41,   32,   32,     ,     ,  18,
EP, 16, 2026092400, 03, FNV3,  30, 175N, 1236W,  89,  970, XX,  64, NEQ,   22,   19,   15,   15,     ,     ,  18,
EP, 16, 2026092400, 03, FNV3,  36, 178N, 1232W,  78,  977, XX,  34, NEQ,  103,  106,   80,   82,     ,     ,  19,
EP, 16, 2026092400, 03, FNV3,  36, 178N, 1232W,  78,  977, XX,  50, NEQ,   37,   37,   28,   29,     ,     ,  19,
EP, 16, 2026092400, 03, FNV3,  36, 178N, 1232W,  78,  977, XX,  64, NEQ,   17,   14,   11,   11,     ,     ,  19,
EP, 16, 2026092400, 03, FNV3,  42, 182N, 1230W,  72,  981, XX,  34, NEQ,  103,  103,   79,   83,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  42, 182N, 1230W,  72,  981, XX,  50, NEQ,   38,   36,   26,   28,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  42, 182N, 1230W,  72,  981, XX,  64, NEQ,   15,   15,    9,    9,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  48, 186N, 1230W,  69,  981, XX,  34, NEQ,  104,  103,   79,   84,     ,     ,  23,
EP, 16, 2026092400, 03, FNV3,  48, 186N, 1230W,  69,  981, XX,  50, NEQ,   34,   29,   21,   24,     ,     ,  23,
EP, 16, 2026092400, 03, FNV3,  48, 186N, 1230W,  69,  981, XX,  64, NEQ,   15,    8,    7,    8,     ,     ,  23,
EP, 16, 2026092400, 03, FNV3,  54, 190N, 1229W,  66,  984, XX,  34, NEQ,  103,   99,   76,   85,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  54, 190N, 1229W,  66,  984, XX,  50, NEQ,   34,   28,   20,   24,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  54, 190N, 1229W,  66,  984, XX,  64, NEQ,   11,    7,    5,    5,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  60, 195N, 1230W,  63,  986, XX,  34, NEQ,  102,   94,   69,   81,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  60, 195N, 1230W,  63,  986, XX,  50, NEQ,   29,   22,   15,   19,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  60, 195N, 1230W,  63,  986, XX,  64, NEQ,    9,    6,    4,    5,     ,     ,  24,
EP, 16, 2026092400, 03, FNV3,  66, 201N, 1230W,  56,  990, XX,  34, NEQ,   90,   79,   61,   70,     ,     ,  32,
EP, 16, 2026092400, 03, FNV3,  66, 201N, 1230W,  56,  990, XX,  50, NEQ,   23,   16,   12,   16,     ,     ,  32,
EP, 16, 2026092400, 03, FNV3,  66, 201N, 1230W,  56,  990, XX,  64, NEQ,    7,    3,    2,    3,     ,     ,  32,
EP, 16, 2026092400, 03, FNV3,  72, 207N, 1230W,  50,  994, XX,  34, NEQ,   88,   77,   57,   67,     ,     ,  34,
EP, 16, 2026092400, 03, FNV3,  72, 207N, 1230W,  50,  994, XX,  50, NEQ,   13,    9,    4,    7,     ,     ,  34,
EP, 16, 2026092400, 03, FNV3,  72, 207N, 1230W,  50,  994, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  34,
EP, 16, 2026092400, 03, FNV3,  78, 212N, 1228W,  46,  996, XX,  34, NEQ,   91,   80,   62,   71,     ,     ,  40,
EP, 16, 2026092400, 03, FNV3,  78, 212N, 1228W,  46,  996, XX,  50, NEQ,    5,    4,    1,    3,     ,     ,  40,
EP, 16, 2026092400, 03, FNV3,  84, 218N, 1228W,  41,  998, XX,  34, NEQ,   79,   68,   51,   61,     ,     ,  38,
EP, 16, 2026092400, 03, FNV3,  84, 218N, 1228W,  41,  998, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  38,
EP, 16, 2026092400, 03, FNV3,  90, 221N, 1226W,  37,  999, XX,  34, NEQ,   44,   32,   24,   27,     ,     ,  45,
EP, 16, 2026092400, 03, FNV3,  96, 224N, 1225W,  33, 1002, XX,  34, NEQ,   15,   11,    8,    8,     ,     ,  44,
EP, 16, 2026092400, 03, FNV3, 102, 223N, 1223W,  29, 1002, XX,  34, NEQ,    6,    5,    2,    5,     ,     ,  46,
EP, 16, 2026092400, 03, FNV3, 108, 221N, 1220W,  28, 1003, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  44,
EP, 16, 2026092400, 03, FNV3, 114, 218N, 1216W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
EP, 16, 2026092400, 03, FNV3, 120, 213N, 1214W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  45,
EP, 16, 2026092400, 03, FNV3, 126, 207N, 1212W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
EP, 16, 2026092400, 03, FNV3, 132, 204N, 1210W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
EP, 16, 2026092400, 03, FNV3, 138, 199N, 1209W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
EP, 16, 2026092400, 03, FNV3, 144, 195N, 1211W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  44,
EP, 16, 2026092400, 03, FNV3, 150, 191N, 1213W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
EP, 16, 2026092400, 03, FNV3, 156, 186N, 1206W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  48,
EP, 17, 2026092400, 03, FNV3,   0, 158N, 1023W, 140,  923, XX,  34, NEQ,  100,   90,   90,  100,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,   0, 158N, 1023W, 140,  923, XX,  50, NEQ,   50,   50,   50,   45,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,   0, 158N, 1023W, 140,  923, XX,  64, NEQ,   30,   35,   35,   30,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,   6, 162N, 1031W, 125,  943, XX,  34, NEQ,   99,   83,   71,   91,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,   6, 162N, 1031W, 125,  943, XX,  50, NEQ,   48,   38,   32,   43,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,   6, 162N, 1031W, 125,  943, XX,  64, NEQ,   29,   24,   21,   26,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  12, 166N, 1040W, 120,  945, XX,  34, NEQ,  101,   82,   68,   96,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  12, 166N, 1040W, 120,  945, XX,  50, NEQ,   55,   43,   35,   49,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  12, 166N, 1040W, 120,  945, XX,  64, NEQ,   32,   27,   23,   28,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  18, 167N, 1050W, 126,  941, XX,  34, NEQ,   92,   71,   61,   90,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  18, 167N, 1050W, 126,  941, XX,  50, NEQ,   48,   37,   31,   44,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  18, 167N, 1050W, 126,  941, XX,  64, NEQ,   29,   24,   20,   26,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  24, 169N, 1059W, 126,  940, XX,  34, NEQ,  104,   79,   67,   99,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  24, 169N, 1059W, 126,  940, XX,  50, NEQ,   50,   38,   31,   45,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  24, 169N, 1059W, 126,  940, XX,  64, NEQ,   29,   24,   20,   26,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  30, 168N, 1070W, 130,  937, XX,  34, NEQ,  102,   80,   69,   99,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  30, 168N, 1070W, 130,  937, XX,  50, NEQ,   53,   41,   35,   48,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  30, 168N, 1070W, 130,  937, XX,  64, NEQ,   31,   26,   22,   28,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  36, 169N, 1080W, 133,  935, XX,  34, NEQ,  102,   80,   69,   98,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  36, 169N, 1080W, 133,  935, XX,  50, NEQ,   50,   38,   31,   44,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  36, 169N, 1080W, 133,  935, XX,  64, NEQ,   29,   24,   20,   26,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  42, 170N, 1091W, 138,  929, XX,  34, NEQ,  108,   84,   75,  105,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  42, 170N, 1091W, 138,  929, XX,  50, NEQ,   53,   41,   35,   49,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  42, 170N, 1091W, 138,  929, XX,  64, NEQ,   32,   26,   22,   29,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  48, 171N, 1099W, 134,  931, XX,  34, NEQ,  107,   82,   74,  104,     ,     ,   9,
EP, 17, 2026092400, 03, FNV3,  48, 171N, 1099W, 134,  931, XX,  50, NEQ,   54,   41,   35,   49,     ,     ,   9,
EP, 17, 2026092400, 03, FNV3,  48, 171N, 1099W, 134,  931, XX,  64, NEQ,   33,   27,   23,   30,     ,     ,   9,
EP, 17, 2026092400, 03, FNV3,  54, 174N, 1107W, 125,  939, XX,  34, NEQ,  109,   89,   78,  103,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  54, 174N, 1107W, 125,  939, XX,  50, NEQ,   52,   41,   34,   47,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  54, 174N, 1107W, 125,  939, XX,  64, NEQ,   32,   27,   23,   28,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  60, 178N, 1115W, 120,  943, XX,  34, NEQ,  105,   85,   70,   96,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  60, 178N, 1115W, 120,  943, XX,  50, NEQ,   51,   40,   32,   45,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  60, 178N, 1115W, 120,  943, XX,  64, NEQ,   31,   26,   21,   27,     ,     ,  11,
EP, 17, 2026092400, 03, FNV3,  66, 185N, 1122W, 114,  948, XX,  34, NEQ,  109,   93,   71,   94,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  66, 185N, 1122W, 114,  948, XX,  50, NEQ,   49,   39,   29,   41,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  66, 185N, 1122W, 114,  948, XX,  64, NEQ,   27,   22,   18,   23,     ,     ,  14,
EP, 17, 2026092400, 03, FNV3,  72, 194N, 1128W, 112,  949, XX,  34, NEQ,  111,  100,   69,   89,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  72, 194N, 1128W, 112,  949, XX,  50, NEQ,   49,   40,   28,   40,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  72, 194N, 1128W, 112,  949, XX,  64, NEQ,   27,   23,   17,   22,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  78, 204N, 1133W, 109,  953, XX,  34, NEQ,  116,  109,   75,   92,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  78, 204N, 1133W, 109,  953, XX,  50, NEQ,   50,   42,   30,   40,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  78, 204N, 1133W, 109,  953, XX,  64, NEQ,   26,   22,   17,   22,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3,  84, 215N, 1136W, 110,  952, XX,  34, NEQ,  105,  104,   67,   82,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  84, 215N, 1136W, 110,  952, XX,  50, NEQ,   44,   39,   26,   35,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  84, 215N, 1136W, 110,  952, XX,  64, NEQ,   24,   21,   16,   20,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  90, 227N, 1137W, 104,  957, XX,  34, NEQ,  106,  106,   66,   80,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  90, 227N, 1137W, 104,  957, XX,  50, NEQ,   47,   43,   30,   37,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  90, 227N, 1137W, 104,  957, XX,  64, NEQ,   25,   22,   17,   21,     ,     ,  12,
EP, 17, 2026092400, 03, FNV3,  96, 239N, 1138W, 101,  956, XX,  34, NEQ,  102,  103,   64,   75,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  96, 239N, 1138W, 101,  956, XX,  50, NEQ,   42,   38,   26,   32,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3,  96, 239N, 1138W, 101,  956, XX,  64, NEQ,   22,   19,   15,   18,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3, 102, 249N, 1136W,  93,  963, XX,  34, NEQ,   95,  100,   64,   70,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3, 102, 249N, 1136W,  93,  963, XX,  50, NEQ,   41,   38,   27,   31,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3, 102, 249N, 1136W,  93,  963, XX,  64, NEQ,   20,   19,   15,   17,     ,     ,  10,
EP, 17, 2026092400, 03, FNV3, 108, 259N, 1132W,  86,  966, XX,  34, NEQ,   80,   88,   57,   59,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3, 108, 259N, 1132W,  86,  966, XX,  50, NEQ,   33,   33,   22,   25,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3, 108, 259N, 1132W,  86,  966, XX,  64, NEQ,   18,   16,   11,   13,     ,     ,  13,
EP, 17, 2026092400, 03, FNV3, 114, 266N, 1126W,  75,  974, XX,  34, NEQ,   72,   79,   54,   53,     ,     ,  16,
EP, 17, 2026092400, 03, FNV3, 114, 266N, 1126W,  75,  974, XX,  50, NEQ,   26,   27,   18,   19,     ,     ,  16,
EP, 17, 2026092400, 03, FNV3, 114, 266N, 1126W,  75,  974, XX,  64, NEQ,   13,   11,    8,    9,     ,     ,  16,
EP, 17, 2026092400, 03, FNV3, 120, 270N, 1122W,  66,  979, XX,  34, NEQ,   62,   66,   45,   44,     ,     ,  21,
EP, 17, 2026092400, 03, FNV3, 120, 270N, 1122W,  66,  979, XX,  50, NEQ,   17,   17,   12,   11,     ,     ,  21,
EP, 17, 2026092400, 03, FNV3, 120, 270N, 1122W,  66,  979, XX,  64, NEQ,    8,    7,    7,    6,     ,     ,  21,
EP, 17, 2026092400, 03, FNV3, 126, 275N, 1115W,  51,  987, XX,  34, NEQ,   49,   54,   38,   39,     ,     ,  24,
EP, 17, 2026092400, 03, FNV3, 126, 275N, 1115W,  51,  987, XX,  50, NEQ,   10,   11,    6,    6,     ,     ,  24,
EP, 17, 2026092400, 03, FNV3, 126, 275N, 1115W,  51,  987, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  24,
EP, 17, 2026092400, 03, FNV3, 132, 279N, 1105W,  42,  992, XX,  34, NEQ,   38,   39,   27,   28,     ,     ,  35,
EP, 17, 2026092400, 03, FNV3, 132, 279N, 1105W,  42,  992, XX,  50, NEQ,   10,   10,    6,    6,     ,     ,  35,
EP, 17, 2026092400, 03, FNV3, 132, 279N, 1105W,  42,  992, XX,  64, NEQ,    3,    3,    2,    2,     ,     ,  35,
EP, 17, 2026092400, 03, FNV3, 138, 277N, 1103W,  40,  994, XX,  34, NEQ,   36,   38,   27,   28,     ,     ,  40,
EP, 17, 2026092400, 03, FNV3, 138, 277N, 1103W,  40,  994, XX,  50, NEQ,    6,    3,    2,    2,     ,     ,  40,
EP, 17, 2026092400, 03, FNV3, 138, 277N, 1103W,  40,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  40,
IO, 01, 2026092400, 03, FNV3,   0, 181N,  837E,  35,  987, XX,  34, NEQ,   25,   40,   45,   35,     ,     ,  20,
IO, 01, 2026092400, 03, FNV3,   6, 190N,  835E,  33,  993, XX,  34, NEQ,    9,    2,    4,    3,     ,     ,  34,
IO, 01, 2026092400, 03, FNV3,  12, 194N,  831E,  28,  994, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  37,
IO, 01, 2026092400, 03, FNV3,  18, 199N,  828E,  29,  994, XX,  34, NEQ,    5,    4,    3,    4,     ,     ,  37,
IO, 01, 2026092400, 03, FNV3,  24, 206N,  828E,  28,  994, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
IO, 01, 2026092400, 03, FNV3,  30, 213N,  824E,  26,  996, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  45,
WP, 25, 2026092400, 03, FNV3,   0, 182N, 1343E,  35, 1004, XX,  34, NEQ,   60,     ,     ,   70,     ,     ,  35,
WP, 25, 2026092400, 03, FNV3,   6, 188N, 1330E,  64,  986, XX,  34, NEQ,   69,   51,   40,   63,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,   6, 188N, 1330E,  64,  986, XX,  50, NEQ,   20,   10,    7,   12,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,   6, 188N, 1330E,  64,  986, XX,  64, NEQ,    4,    2,    2,    2,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,  12, 191N, 1319E,  66,  984, XX,  34, NEQ,   74,   56,   47,   69,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,  12, 191N, 1319E,  66,  984, XX,  50, NEQ,   20,   12,    9,   17,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,  12, 191N, 1319E,  66,  984, XX,  64, NEQ,    5,    3,    3,    5,     ,     ,  12,
WP, 25, 2026092400, 03, FNV3,  18, 196N, 1309E,  66,  985, XX,  34, NEQ,   74,   52,   40,   66,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  18, 196N, 1309E,  66,  985, XX,  50, NEQ,   25,   15,   10,   19,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  18, 196N, 1309E,  66,  985, XX,  64, NEQ,    7,    4,    3,    5,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  24, 199N, 1298E,  67,  983, XX,  34, NEQ,   71,   53,   44,   65,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  24, 199N, 1298E,  67,  983, XX,  50, NEQ,   24,   14,   10,   18,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  24, 199N, 1298E,  67,  983, XX,  64, NEQ,    8,    5,    4,    5,     ,     ,  14,
WP, 25, 2026092400, 03, FNV3,  30, 205N, 1288E,  73,  979, XX,  34, NEQ,   68,   51,   41,   61,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  30, 205N, 1288E,  73,  979, XX,  50, NEQ,   19,   12,    8,   14,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  30, 205N, 1288E,  73,  979, XX,  64, NEQ,    8,    4,    3,    4,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  36, 211N, 1279E,  83,  971, XX,  34, NEQ,   72,   57,   49,   66,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  36, 211N, 1279E,  83,  971, XX,  50, NEQ,   26,   20,   15,   22,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  36, 211N, 1279E,  83,  971, XX,  64, NEQ,   12,    9,    7,    9,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  42, 216N, 1272E,  87,  967, XX,  34, NEQ,   75,   59,   48,   68,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  42, 216N, 1272E,  87,  967, XX,  50, NEQ,   27,   19,   14,   22,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  42, 216N, 1272E,  87,  967, XX,  64, NEQ,   13,    9,    7,   10,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  48, 222N, 1268E,  98,  958, XX,  34, NEQ,   77,   70,   58,   69,     ,     ,   6,
WP, 25, 2026092400, 03, FNV3,  48, 222N, 1268E,  98,  958, XX,  50, NEQ,   31,   25,   19,   26,     ,     ,   6,
WP, 25, 2026092400, 03, FNV3,  48, 222N, 1268E,  98,  958, XX,  64, NEQ,   16,   13,   11,   14,     ,     ,   6,
WP, 25, 2026092400, 03, FNV3,  54, 228N, 1265E, 107,  950, XX,  34, NEQ,   78,   75,   59,   66,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  54, 228N, 1265E, 107,  950, XX,  50, NEQ,   29,   23,   18,   23,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  54, 228N, 1265E, 107,  950, XX,  64, NEQ,   18,   14,   11,   14,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  60, 233N, 1266E, 111,  945, XX,  34, NEQ,   76,   83,   65,   63,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  60, 233N, 1266E, 111,  945, XX,  50, NEQ,   30,   28,   22,   24,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  60, 233N, 1266E, 111,  945, XX,  64, NEQ,   18,   16,   13,   15,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  66, 239N, 1268E, 110,  946, XX,  34, NEQ,   70,   84,   63,   55,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  66, 239N, 1268E, 110,  946, XX,  50, NEQ,   26,   27,   19,   20,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  66, 239N, 1268E, 110,  946, XX,  64, NEQ,   17,   15,   11,   13,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  72, 245N, 1271E, 104,  951, XX,  34, NEQ,   67,   84,   64,   51,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  72, 245N, 1271E, 104,  951, XX,  50, NEQ,   21,   26,   17,   16,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  72, 245N, 1271E, 104,  951, XX,  64, NEQ,   14,   14,   10,   10,     ,     ,   9,
WP, 25, 2026092400, 03, FNV3,  78, 251N, 1277E, 102,  951, XX,  34, NEQ,   64,   87,   68,   48,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  78, 251N, 1277E, 102,  951, XX,  50, NEQ,   19,   23,   16,   14,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  78, 251N, 1277E, 102,  951, XX,  64, NEQ,   12,   14,    9,    9,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  84, 256N, 1284E,  98,  955, XX,  34, NEQ,   61,   84,   67,   46,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  84, 256N, 1284E,  98,  955, XX,  50, NEQ,   17,   21,   14,   11,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  84, 256N, 1284E,  98,  955, XX,  64, NEQ,   10,   10,    7,    7,     ,     ,   8,
WP, 25, 2026092400, 03, FNV3,  90, 262N, 1290E,  88,  963, XX,  34, NEQ,   65,   87,   68,   48,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  90, 262N, 1290E,  88,  963, XX,  50, NEQ,   17,   22,   15,   12,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  90, 262N, 1290E,  88,  963, XX,  64, NEQ,    9,   11,    7,    7,     ,     ,   7,
WP, 25, 2026092400, 03, FNV3,  96, 268N, 1299E,  77,  971, XX,  34, NEQ,   69,   89,   71,   52,     ,     ,  16,
WP, 25, 2026092400, 03, FNV3,  96, 268N, 1299E,  77,  971, XX,  50, NEQ,   16,   23,   14,   11,     ,     ,  16,
WP, 25, 2026092400, 03, FNV3,  96, 268N, 1299E,  77,  971, XX,  64, NEQ,    7,   12,    6,    5,     ,     ,  16,
WP, 25, 2026092400, 03, FNV3, 102, 274N, 1309E,  66,  980, XX,  34, NEQ,   71,   88,   66,   51,     ,     ,  17,
WP, 25, 2026092400, 03, FNV3, 102, 274N, 1309E,  66,  980, XX,  50, NEQ,   18,   24,   14,   12,     ,     ,  17,
WP, 25, 2026092400, 03, FNV3, 102, 274N, 1309E,  66,  980, XX,  64, NEQ,    7,    7,    4,    4,     ,     ,  17,
WP, 25, 2026092400, 03, FNV3, 108, 279N, 1321E,  60,  985, XX,  34, NEQ,   79,   94,   75,   62,     ,     ,  25,
WP, 25, 2026092400, 03, FNV3, 108, 279N, 1321E,  60,  985, XX,  50, NEQ,   18,   25,   16,   13,     ,     ,  25,
WP, 25, 2026092400, 03, FNV3, 108, 279N, 1321E,  60,  985, XX,  64, NEQ,    4,    5,    3,    3,     ,     ,  25,
WP, 25, 2026092400, 03, FNV3, 114, 286N, 1332E,  55,  988, XX,  34, NEQ,   69,   77,   59,   51,     ,     ,  28,
WP, 25, 2026092400, 03, FNV3, 114, 286N, 1332E,  55,  988, XX,  50, NEQ,   11,   17,    8,    7,     ,     ,  28,
WP, 25, 2026092400, 03, FNV3, 114, 286N, 1332E,  55,  988, XX,  64, NEQ,    1,    3,    1,    1,     ,     ,  28,
WP, 25, 2026092400, 03, FNV3, 120, 293N, 1343E,  48,  991, XX,  34, NEQ,   65,   73,   54,   49,     ,     ,  36,
WP, 25, 2026092400, 03, FNV3, 120, 293N, 1343E,  48,  991, XX,  50, NEQ,    6,    9,    4,    3,     ,     ,  36,
WP, 25, 2026092400, 03, FNV3, 120, 293N, 1343E,  48,  991, XX,  64, NEQ,    1,    1,    2,    1,     ,     ,  36,
WP, 25, 2026092400, 03, FNV3, 126, 301N, 1356E,  45,  993, XX,  34, NEQ,   53,   61,   42,   38,     ,     ,  41,
WP, 25, 2026092400, 03, FNV3, 126, 301N, 1356E,  45,  993, XX,  50, NEQ,    5,    8,    3,    3,     ,     ,  41,
WP, 25, 2026092400, 03, FNV3, 126, 301N, 1356E,  45,  993, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  41,
WP, 25, 2026092400, 03, FNV3, 132, 310N, 1371E,  42,  995, XX,  34, NEQ,   48,   54,   37,   32,     ,     ,  47,
WP, 25, 2026092400, 03, FNV3, 132, 310N, 1371E,  42,  995, XX,  50, NEQ,    2,    3,    2,    1,     ,     ,  47,
WP, 25, 2026092400, 03, FNV3, 138, 322N, 1386E,  41,  995, XX,  34, NEQ,   38,   48,   27,   23,     ,     ,  47,
WP, 25, 2026092400, 03, FNV3, 138, 322N, 1386E,  41,  995, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  47,
WP, 25, 2026092400, 03, FNV3, 144, 331N, 1401E,  40,  995, XX,  34, NEQ,   42,   41,   27,   24,     ,     ,  51,
WP, 25, 2026092400, 03, FNV3, 144, 331N, 1401E,  40,  995, XX,  50, NEQ,    3,    5,    2,    2,     ,     ,  51,
WP, 25, 2026092400, 03, FNV3, 144, 331N, 1401E,  40,  995, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  51,
WP, 25, 2026092400, 03, FNV3, 150, 343N, 1416E,  39,  996, XX,  34, NEQ,   38,   48,   29,   26,     ,     ,  48,
