# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092206, 03, WNV3,   0, 321N,  334W,  35, 1009, XX,  34, NEQ,   40,     ,     ,   40,     ,     ,  40,
EP, 17, 2026092206, 03, WNV3, 192, 244N, 1137W,  54,  988, XX,  64, NEQ,    6,    5,    4,    5,     ,     ,  29,
EP, 17, 2026092206, 03, WNV3, 198, 243N, 1143W,  49,  991, XX,  34, NEQ,   68,   62,   48,   56,     ,     ,  33,
EP, 17, 2026092206, 03, WNV3, 198, 243N, 1143W,  49,  991, XX,  50, NEQ,   18,   16,   11,   12,     ,     ,  33,
EP, 17, 2026092206, 03, WNV3, 198, 243N, 1143W,  49,  991, XX,  64, NEQ,    6,    4,    3,    4,     ,     ,  33,
EP, 17, 2026092206, 03, WNV3, 204, 242N, 1150W,  46,  993, XX,  34, NEQ,   60,   50,   41,   48,     ,     ,  43,
EP, 17, 2026092206, 03, WNV3, 204, 242N, 1150W,  46,  993, XX,  50, NEQ,   11,    9,    8,    9,     ,     ,  43,
EP, 17, 2026092206, 03, WNV3, 204, 242N, 1150W,  46,  993, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  43,
EP, 17, 2026092206, 03, WNV3, 210, 241N, 1157W,  44,  994, XX,  34, NEQ,   54,   48,   36,   42,     ,     ,  41,
EP, 17, 2026092206, 03, WNV3, 210, 241N, 1157W,  44,  994, XX,  50, NEQ,    7,    7,    5,    6,     ,     ,  41,
EP, 17, 2026092206, 03, WNV3, 210, 241N, 1157W,  44,  994, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  41,
EP, 17, 2026092206, 03, WNV3, 216, 239N, 1161W,  41,  996, XX,  34, NEQ,   40,   40,   33,   36,     ,     ,  37,
EP, 17, 2026092206, 03, WNV3, 216, 239N, 1161W,  41,  996, XX,  50, NEQ,   10,    9,    7,    8,     ,     ,  37,
EP, 17, 2026092206, 03, WNV3, 216, 239N, 1161W,  41,  996, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  37,
EP, 17, 2026092206, 03, WNV3, 222, 235N, 1166W,  37,  998, XX,  34, NEQ,   40,   34,   31,   34,     ,     ,  38,
EP, 17, 2026092206, 03, WNV3, 222, 235N, 1166W,  37,  998, XX,  50, NEQ,    3,    5,    2,    3,     ,     ,  38,
EP, 17, 2026092206, 03, WNV3, 222, 235N, 1166W,  37,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  38,
EP, 17, 2026092206, 03, WNV3, 228, 233N, 1167W,  35,  999, XX,  34, NEQ,   33,   31,   27,   31,     ,     ,  45,
EP, 17, 2026092206, 03, WNV3, 228, 233N, 1167W,  35,  999, XX,  50, NEQ,    5,    2,    2,    3,     ,     ,  45,
EP, 17, 2026092206, 03, WNV3, 228, 233N, 1167W,  35,  999, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  45,
EP, 17, 2026092206, 03, WNV3, 234, 232N, 1172W,  35,  999, XX,  34, NEQ,   29,   28,   25,   25,     ,     ,  49,
EP, 17, 2026092206, 03, WNV3, 234, 232N, 1172W,  35,  999, XX,  50, NEQ,    4,    2,    1,    2,     ,     ,  49,
EP, 17, 2026092206, 03, WNV3, 234, 232N, 1172W,  35,  999, XX,  64, NEQ,    1,    0,    0,    1,     ,     ,  49,
IO, 95, 2026092206, 03, WNV3,   0, 177N,  863E,  29,  997, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
IO, 95, 2026092206, 03, WNV3,   6, 178N,  852E,  32,  996, XX,  34, NEQ,    5,    8,    9,    5,     ,     ,  43,
IO, 95, 2026092206, 03, WNV3,   6, 178N,  852E,  32,  996, XX,  50, NEQ,    0,    0,    0,    1,     ,     ,  43,
IO, 95, 2026092206, 03, WNV3,  12, 177N,  849E,  34,  995, XX,  34, NEQ,   10,   12,   15,   10,     ,     ,  40,
IO, 95, 2026092206, 03, WNV3,  18, 176N,  848E,  35,  993, XX,  34, NEQ,   22,   27,   33,   24,     ,     ,  43,
IO, 95, 2026092206, 03, WNV3,  24, 178N,  846E,  38,  992, XX,  34, NEQ,   30,   35,   40,   30,     ,     ,  35,
IO, 95, 2026092206, 03, WNV3,  30, 181N,  843E,  38,  991, XX,  34, NEQ,   33,   37,   36,   34,     ,     ,  32,
IO, 95, 2026092206, 03, WNV3,  30, 181N,  843E,  38,  991, XX,  50, NEQ,    1,    1,    0,    0,     ,     ,  32,
IO, 95, 2026092206, 03, WNV3,  36, 185N,  837E,  35,  993, XX,  34, NEQ,   17,   19,   19,   16,     ,     ,  29,
IO, 95, 2026092206, 03, WNV3,  42, 188N,  834E,  32,  994, XX,  34, NEQ,    8,    8,    9,    9,     ,     ,  33,
IO, 95, 2026092206, 03, WNV3,  48, 194N,  831E,  30,  993, XX,  34, NEQ,    4,    5,    4,    4,     ,     ,  35,
IO, 95, 2026092206, 03, WNV3,  54, 199N,  828E,  28,  993, XX,  34, NEQ,    2,    3,    2,    2,     ,     ,  35,
IO, 95, 2026092206, 03, WNV3,  60, 204N,  826E,  27,  994, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  36,
IO, 95, 2026092206, 03, WNV3,  66, 211N,  824E,  24,  995, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  39,
IO, 95, 2026092206, 03, WNV3,  72, 220N,  824E,  23,  996, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
IO, 95, 2026092206, 03, WNV3,  78, 230N,  822E,  23,  996, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  41,
IO, 95, 2026092206, 03, WNV3,  84, 241N,  820E,  23,  997, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  45,
IO, 95, 2026092206, 03, WNV3,  90, 247N,  817E,  23,  997, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  43,
WP, 24, 2026092206, 03, WNV3,   0, 390N, 1502E,  60,  975, XX,  34, NEQ,  125,  185,  180,  145,     ,     ,  35,
WP, 24, 2026092206, 03, WNV3,   6, 403N, 1538E,  49,  983, XX,  34, NEQ,  135,  182,  143,  103,     ,     ,  56,
WP, 24, 2026092206, 03, WNV3,   6, 403N, 1538E,  49,  983, XX,  50, NEQ,   13,   25,   13,   10,     ,     ,  56,
WP, 24, 2026092206, 03, WNV3,  12, 412N, 1577E,  48,  986, XX,  34, NEQ,  130,  179,  136,  100,     ,     ,  68,
WP, 24, 2026092206, 03, WNV3,  12, 412N, 1577E,  48,  986, XX,  50, NEQ,    4,   15,    2,    3,     ,     ,  68,
WP, 24, 2026092206, 03, WNV3,  18, 422N, 1621E,  44,  988, XX,  34, NEQ,  131,  181,  138,   95,     ,     ,  85,
WP, 24, 2026092206, 03, WNV3,  18, 422N, 1621E,  44,  988, XX,  50, NEQ,    2,    0,    2,    0,     ,     ,  85,
WP, 24, 2026092206, 03, WNV3,  24, 436N, 1669E,  44,  989, XX,  34, NEQ,  133,  193,  147,   98,     ,     ,  90,
WP, 24, 2026092206, 03, WNV3,  24, 436N, 1669E,  44,  989, XX,  50, NEQ,    2,    6,    0,    0,     ,     ,  90,
WP, 24, 2026092206, 03, WNV3,  30, 451N, 1727E,  45,  985, XX,  34, NEQ,  117,  180,  134,   80,     ,     ,  86,
WP, 24, 2026092206, 03, WNV3,  30, 451N, 1727E,  45,  985, XX,  50, NEQ,    3,    8,    1,    0,     ,     ,  86,
WP, 24, 2026092206, 03, WNV3,  36, 465N, 1786E,  47,  982, XX,  34, NEQ,  125,  186,  153,   82,     ,     ,  77,
WP, 24, 2026092206, 03, WNV3,  36, 465N, 1786E,  47,  982, XX,  50, NEQ,    5,   15,    8,    4,     ,     ,  77,
WP, 24, 2026092206, 03, WNV3,  42, 481N, 1761W,  45,  980, XX,  34, NEQ,  102,  167,  133,   69,     ,     ,  67,
WP, 24, 2026092206, 03, WNV3,  42, 481N, 1761W,  45,  980, XX,  50, NEQ,    1,    6,    6,    1,     ,     ,  67,
WP, 91, 2026092206, 03, WNV3,   0, 130N, 1415E,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  25,
WP, 91, 2026092206, 03, WNV3,   6, 136N, 1403E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
WP, 91, 2026092206, 03, WNV3,  12, 145N, 1395E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
WP, 91, 2026092206, 03, WNV3,  18, 151N, 1385E,  26, 1005, XX,  34, NEQ,    1,    0,    0,    1,     ,     ,  43,
WP, 91, 2026092206, 03, WNV3,  24, 157N, 1375E,  31, 1004, XX,  34, NEQ,    9,    4,    2,    8,     ,     ,  35,
WP, 91, 2026092206, 03, WNV3,  30, 162N, 1366E,  36, 1002, XX,  34, NEQ,   28,   16,   13,   25,     ,     ,  35,
WP, 91, 2026092206, 03, WNV3,  30, 162N, 1366E,  36, 1002, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  35,
WP, 91, 2026092206, 03, WNV3,  36, 168N, 1356E,  41,  999, XX,  34, NEQ,   41,   24,   18,   39,     ,     ,  30,
WP, 91, 2026092206, 03, WNV3,  36, 168N, 1356E,  41,  999, XX,  50, NEQ,    5,    3,    2,    4,     ,     ,  30,
WP, 91, 2026092206, 03, WNV3,  42, 174N, 1344E,  47,  997, XX,  34, NEQ,   53,   32,   21,   46,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3,  42, 174N, 1344E,  47,  997, XX,  50, NEQ,   10,    5,    3,    6,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3,  42, 174N, 1344E,  47,  997, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3,  48, 179N, 1332E,  54,  991, XX,  34, NEQ,   63,   38,   31,   57,     ,     ,  20,
WP, 91, 2026092206, 03, WNV3,  48, 179N, 1332E,  54,  991, XX,  50, NEQ,   13,    9,    6,   11,     ,     ,  20,
WP, 91, 2026092206, 03, WNV3,  48, 179N, 1332E,  54,  991, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  20,
WP, 91, 2026092206, 03, WNV3,  54, 184N, 1320E,  62,  986, XX,  34, NEQ,   72,   43,   36,   65,     ,     ,  19,
WP, 91, 2026092206, 03, WNV3,  54, 184N, 1320E,  62,  986, XX,  50, NEQ,   20,   12,    9,   16,     ,     ,  19,
WP, 91, 2026092206, 03, WNV3,  54, 184N, 1320E,  62,  986, XX,  64, NEQ,    6,    4,    3,    5,     ,     ,  19,
WP, 91, 2026092206, 03, WNV3,  60, 189N, 1309E,  72,  978, XX,  34, NEQ,   76,   48,   43,   72,     ,     ,  16,
WP, 91, 2026092206, 03, WNV3,  60, 189N, 1309E,  72,  978, XX,  50, NEQ,   28,   19,   15,   23,     ,     ,  16,
WP, 91, 2026092206, 03, WNV3,  60, 189N, 1309E,  72,  978, XX,  64, NEQ,   11,    8,    6,    9,     ,     ,  16,
WP, 91, 2026092206, 03, WNV3,  66, 195N, 1297E,  85,  968, XX,  34, NEQ,   76,   51,   49,   74,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  66, 195N, 1297E,  85,  968, XX,  50, NEQ,   34,   26,   22,   31,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  66, 195N, 1297E,  85,  968, XX,  64, NEQ,   16,   12,   10,   14,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  72, 202N, 1288E,  97,  958, XX,  34, NEQ,   79,   59,   55,   75,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  72, 202N, 1288E,  97,  958, XX,  50, NEQ,   39,   30,   27,   35,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  72, 202N, 1288E,  97,  958, XX,  64, NEQ,   20,   17,   14,   18,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  78, 207N, 1279E, 106,  950, XX,  34, NEQ,   86,   70,   71,   84,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  78, 207N, 1279E, 106,  950, XX,  50, NEQ,   46,   37,   35,   42,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  78, 207N, 1279E, 106,  950, XX,  64, NEQ,   25,   21,   18,   23,     ,     ,  11,
WP, 91, 2026092206, 03, WNV3,  84, 212N, 1271E, 113,  945, XX,  34, NEQ,   86,   75,   73,   84,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  84, 212N, 1271E, 113,  945, XX,  50, NEQ,   48,   42,   38,   44,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  84, 212N, 1271E, 113,  945, XX,  64, NEQ,   27,   23,   20,   24,     ,     ,   9,
WP, 91, 2026092206, 03, WNV3,  90, 217N, 1266E, 117,  941, XX,  34, NEQ,   88,   82,   79,   85,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3,  90, 217N, 1266E, 117,  941, XX,  50, NEQ,   50,   45,   40,   45,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3,  90, 217N, 1266E, 117,  941, XX,  64, NEQ,   29,   25,   21,   26,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3,  96, 222N, 1263E, 120,  937, XX,  34, NEQ,   89,   92,   83,   83,     ,     ,  10,
WP, 91, 2026092206, 03, WNV3,  96, 222N, 1263E, 120,  937, XX,  50, NEQ,   54,   51,   45,   47,     ,     ,  10,
WP, 91, 2026092206, 03, WNV3,  96, 222N, 1263E, 120,  937, XX,  64, NEQ,   31,   28,   24,   27,     ,     ,  10,
WP, 91, 2026092206, 03, WNV3, 102, 226N, 1262E, 117,  940, XX,  34, NEQ,   86,   91,   88,   82,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 102, 226N, 1262E, 117,  940, XX,  50, NEQ,   52,   52,   45,   45,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 102, 226N, 1262E, 117,  940, XX,  64, NEQ,   31,   29,   25,   27,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 108, 230N, 1262E, 116,  941, XX,  34, NEQ,   89,   95,   87,   81,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3, 108, 230N, 1262E, 116,  941, XX,  50, NEQ,   51,   53,   45,   43,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3, 108, 230N, 1262E, 116,  941, XX,  64, NEQ,   31,   30,   26,   27,     ,     ,  12,
WP, 91, 2026092206, 03, WNV3, 114, 233N, 1264E, 110,  946, XX,  34, NEQ,   92,   98,   88,   81,     ,     ,  14,
WP, 91, 2026092206, 03, WNV3, 114, 233N, 1264E, 110,  946, XX,  50, NEQ,   54,   57,   47,   45,     ,     ,  14,
WP, 91, 2026092206, 03, WNV3, 114, 233N, 1264E, 110,  946, XX,  64, NEQ,   33,   32,   28,   28,     ,     ,  14,
WP, 91, 2026092206, 03, WNV3, 120, 237N, 1266E, 107,  949, XX,  34, NEQ,   90,  104,   91,   78,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 120, 237N, 1266E, 107,  949, XX,  50, NEQ,   54,   58,   49,   45,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 120, 237N, 1266E, 107,  949, XX,  64, NEQ,   33,   33,   28,   28,     ,     ,  13,
WP, 91, 2026092206, 03, WNV3, 126, 240N, 1269E,  99,  956, XX,  34, NEQ,   89,  100,   88,   80,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 126, 240N, 1269E,  99,  956, XX,  50, NEQ,   52,   55,   47,   44,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 126, 240N, 1269E,  99,  956, XX,  64, NEQ,   32,   32,   27,   27,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 132, 243N, 1271E,  95,  960, XX,  34, NEQ,   91,  102,   88,   84,     ,     ,  15,
WP, 91, 2026092206, 03, WNV3, 132, 243N, 1271E,  95,  960, XX,  50, NEQ,   52,   54,   46,   44,     ,     ,  15,
WP, 91, 2026092206, 03, WNV3, 132, 243N, 1271E,  95,  960, XX,  64, NEQ,   32,   32,   27,   27,     ,     ,  15,
WP, 91, 2026092206, 03, WNV3, 138, 245N, 1273E,  87,  966, XX,  34, NEQ,   86,   97,   84,   77,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 138, 245N, 1273E,  87,  966, XX,  50, NEQ,   48,   51,   42,   40,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 138, 245N, 1273E,  87,  966, XX,  64, NEQ,   26,   26,   22,   22,     ,     ,  17,
WP, 91, 2026092206, 03, WNV3, 144, 247N, 1275E,  80,  971, XX,  34, NEQ,   82,   96,   82,   74,     ,     ,  18,
WP, 91, 2026092206, 03, WNV3, 144, 247N, 1275E,  80,  971, XX,  50, NEQ,   47,   49,   41,   39,     ,     ,  18,
WP, 91, 2026092206, 03, WNV3, 144, 247N, 1275E,  80,  971, XX,  64, NEQ,   24,   23,   20,   20,     ,     ,  18,
WP, 91, 2026092206, 03, WNV3, 150, 249N, 1276E,  70,  978, XX,  34, NEQ,   84,   91,   82,   78,     ,     ,  21,
WP, 91, 2026092206, 03, WNV3, 150, 249N, 1276E,  70,  978, XX,  50, NEQ,   41,   41,   36,   34,     ,     ,  21,
WP, 91, 2026092206, 03, WNV3, 150, 249N, 1276E,  70,  978, XX,  64, NEQ,   20,   20,   17,   16,     ,     ,  21,
WP, 91, 2026092206, 03, WNV3, 156, 251N, 1276E,  63,  983, XX,  34, NEQ,   80,   87,   75,   71,     ,     ,  22,
WP, 91, 2026092206, 03, WNV3, 156, 251N, 1276E,  63,  983, XX,  50, NEQ,   36,   36,   29,   29,     ,     ,  22,
WP, 91, 2026092206, 03, WNV3, 156, 251N, 1276E,  63,  983, XX,  64, NEQ,   13,   13,   10,   10,     ,     ,  22,
WP, 91, 2026092206, 03, WNV3, 162, 254N, 1276E,  57,  987, XX,  34, NEQ,   70,   77,   66,   62,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 162, 254N, 1276E,  57,  987, XX,  50, NEQ,   31,   29,   23,   24,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 162, 254N, 1276E,  57,  987, XX,  64, NEQ,    7,    7,    6,    6,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 168, 257N, 1277E,  53,  989, XX,  34, NEQ,   71,   78,   65,   63,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 168, 257N, 1277E,  53,  989, XX,  50, NEQ,   26,   24,   20,   20,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 168, 257N, 1277E,  53,  989, XX,  64, NEQ,    6,    6,    5,    5,     ,     ,  28,
WP, 91, 2026092206, 03, WNV3, 174, 260N, 1279E,  49,  992, XX,  34, NEQ,   70,   75,   61,   59,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3, 174, 260N, 1279E,  49,  992, XX,  50, NEQ,   19,   18,   13,   14,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3, 174, 260N, 1279E,  49,  992, XX,  64, NEQ,    5,    4,    4,    4,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3, 180, 263N, 1281E,  47,  993, XX,  34, NEQ,   78,   80,   65,   66,     ,     ,  33,
WP, 91, 2026092206, 03, WNV3, 180, 263N, 1281E,  47,  993, XX,  50, NEQ,   18,   15,   12,   13,     ,     ,  33,
WP, 91, 2026092206, 03, WNV3, 180, 263N, 1281E,  47,  993, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  33,
WP, 91, 2026092206, 03, WNV3, 186, 265N, 1283E,  45,  993, XX,  34, NEQ,   74,   76,   60,   61,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 186, 265N, 1283E,  45,  993, XX,  50, NEQ,   11,    9,    6,    7,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 192, 267N, 1287E,  45,  993, XX,  34, NEQ,   70,   77,   61,   58,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 192, 267N, 1287E,  45,  993, XX,  50, NEQ,   10,    9,    6,    7,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 192, 267N, 1287E,  45,  993, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 198, 269N, 1292E,  45,  994, XX,  34, NEQ,   72,   73,   59,   59,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 198, 269N, 1292E,  45,  994, XX,  50, NEQ,    6,    5,    6,    5,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 198, 269N, 1292E,  45,  994, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 204, 272N, 1298E,  46,  992, XX,  34, NEQ,   68,   69,   53,   56,     ,     ,  42,
WP, 91, 2026092206, 03, WNV3, 204, 272N, 1298E,  46,  992, XX,  50, NEQ,    8,    9,    6,    7,     ,     ,  42,
WP, 91, 2026092206, 03, WNV3, 204, 272N, 1298E,  46,  992, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  42,
WP, 91, 2026092206, 03, WNV3, 210, 270N, 1298E,  46,  993, XX,  34, NEQ,   70,   65,   51,   60,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 210, 270N, 1298E,  46,  993, XX,  50, NEQ,   11,   12,    6,    7,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 210, 270N, 1298E,  46,  993, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  41,
WP, 91, 2026092206, 03, WNV3, 216, 270N, 1300E,  47,  992, XX,  34, NEQ,   62,   64,   55,   58,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 216, 270N, 1300E,  47,  992, XX,  50, NEQ,   11,   12,    8,    8,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 216, 270N, 1300E,  47,  992, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 222, 271N, 1305E,  47,  992, XX,  34, NEQ,   60,   55,   48,   55,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 222, 271N, 1305E,  47,  992, XX,  50, NEQ,   11,   10,    8,    9,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 222, 271N, 1305E,  47,  992, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 228, 274N, 1310E,  46,  992, XX,  34, NEQ,   56,   48,   40,   51,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 228, 274N, 1310E,  46,  992, XX,  50, NEQ,   15,   14,   11,   12,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 228, 274N, 1310E,  46,  992, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 234, 271N, 1311E,  46,  990, XX,  34, NEQ,   44,   43,   38,   41,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 234, 271N, 1311E,  46,  990, XX,  50, NEQ,   16,   16,   12,   13,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 234, 271N, 1311E,  46,  990, XX,  64, NEQ,    4,    4,    3,    4,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 240, 259N, 1301E,  47,  990, XX,  34, NEQ,   57,   46,   40,   50,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 240, 259N, 1301E,  47,  990, XX,  50, NEQ,   18,   17,   13,   15,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 240, 259N, 1301E,  47,  990, XX,  64, NEQ,    4,    4,    3,    4,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 246, 259N, 1305E,  44,  992, XX,  34, NEQ,   53,   44,   38,   47,     ,     ,  34,
WP, 91, 2026092206, 03, WNV3, 246, 259N, 1305E,  44,  992, XX,  50, NEQ,   14,   12,    9,   11,     ,     ,  34,
WP, 91, 2026092206, 03, WNV3, 246, 259N, 1305E,  44,  992, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  34,
WP, 91, 2026092206, 03, WNV3, 252, 255N, 1302E,  44,  991, XX,  34, NEQ,   50,   46,   38,   44,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 252, 255N, 1302E,  44,  991, XX,  50, NEQ,   15,   16,   12,   13,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 252, 255N, 1302E,  44,  991, XX,  64, NEQ,    4,    4,    4,    4,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 258, 260N, 1316E,  45,  992, XX,  34, NEQ,   48,   49,   44,   45,     ,     ,  38,
WP, 91, 2026092206, 03, WNV3, 258, 260N, 1316E,  45,  992, XX,  50, NEQ,   11,   13,   10,   10,     ,     ,  38,
WP, 91, 2026092206, 03, WNV3, 258, 260N, 1316E,  45,  992, XX,  64, NEQ,    4,    4,    4,    4,     ,     ,  38,
WP, 91, 2026092206, 03, WNV3, 264, 245N, 1306E,  44,  991, XX,  34, NEQ,   37,   39,   36,   41,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 264, 245N, 1306E,  44,  991, XX,  50, NEQ,   12,   12,   11,   11,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 264, 245N, 1306E,  44,  991, XX,  64, NEQ,    4,    4,    3,    4,     ,     ,  32,
WP, 91, 2026092206, 03, WNV3, 270, 245N, 1312E,  44,  992, XX,  34, NEQ,   43,   36,   37,   42,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 270, 245N, 1312E,  44,  992, XX,  50, NEQ,    8,    8,    7,    7,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 270, 245N, 1312E,  44,  992, XX,  64, NEQ,    4,    4,    3,    4,     ,     ,  31,
WP, 91, 2026092206, 03, WNV3, 276, 249N, 1317E,  42,  992, XX,  34, NEQ,   43,   42,   40,   42,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 276, 249N, 1317E,  42,  992, XX,  50, NEQ,    8,    7,    7,    7,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 276, 249N, 1317E,  42,  992, XX,  64, NEQ,    4,    3,    3,    3,     ,     ,  37,
WP, 91, 2026092206, 03, WNV3, 282, 240N, 1311E,  44,  992, XX,  34, NEQ,   43,   35,   38,   44,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 282, 240N, 1311E,  44,  992, XX,  50, NEQ,   11,   10,    9,   10,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 282, 240N, 1311E,  44,  992, XX,  64, NEQ,    3,    2,    2,    3,     ,     ,  40,
WP, 91, 2026092206, 03, WNV3, 288, 239N, 1313E,  47,  990, XX,  34, NEQ,   44,   40,   39,   44,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3, 288, 239N, 1313E,  47,  990, XX,  50, NEQ,   10,   11,    9,    9,     ,     ,  29,
WP, 91, 2026092206, 03, WNV3, 288, 239N, 1313E,  47,  990, XX,  64, NEQ,    5,    5,    4,    5,     ,     ,  29,
