# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 05, 2026090112, 03, FNV3,   0, 293N,  930W,  35, 1003, XX,  34, NEQ,   20,   20,     ,   20,     ,     ,   5,
EP, 12, 2026090112, 03, FNV3, 222, 268N, 1695W,  69,  981, XX,  64, NEQ,   16,   11,    8,   12,     ,     ,  33,
EP, 12, 2026090112, 03, FNV3, 228, 273N, 1705W,  64,  983, XX,  34, NEQ,  106,   85,   59,   79,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 228, 273N, 1705W,  64,  983, XX,  50, NEQ,   31,   21,   15,   21,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 228, 273N, 1705W,  64,  983, XX,  64, NEQ,   14,    8,    6,    8,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 234, 274N, 1713W,  62,  985, XX,  34, NEQ,  104,   82,   60,   80,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 234, 274N, 1713W,  62,  985, XX,  50, NEQ,   32,   24,   17,   25,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 234, 274N, 1713W,  62,  985, XX,  64, NEQ,   14,    9,    7,   10,     ,     ,  32,
EP, 12, 2026090112, 03, FNV3, 240, 268N, 1729W,  64,  982, XX,  34, NEQ,  104,   80,   60,   81,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 240, 268N, 1729W,  64,  982, XX,  50, NEQ,   30,   20,   15,   23,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 240, 268N, 1729W,  64,  982, XX,  64, NEQ,   11,    7,    5,    9,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 246, 269N, 1741W,  64,  983, XX,  34, NEQ,   99,   81,   59,   82,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 246, 269N, 1741W,  64,  983, XX,  50, NEQ,   31,   22,   16,   23,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 246, 269N, 1741W,  64,  983, XX,  64, NEQ,   12,    8,    6,    8,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 252, 266N, 1756W,  65,  982, XX,  34, NEQ,  108,   89,   68,   91,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 252, 266N, 1756W,  65,  982, XX,  50, NEQ,   32,   21,   15,   23,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 252, 266N, 1756W,  65,  982, XX,  64, NEQ,    9,    5,    4,    6,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 258, 269N, 1767W,  64,  982, XX,  34, NEQ,  103,   86,   68,   88,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 258, 269N, 1767W,  64,  982, XX,  50, NEQ,   31,   24,   18,   24,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 258, 269N, 1767W,  64,  982, XX,  64, NEQ,   10,    7,    5,    7,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 264, 271N, 1777W,  59,  986, XX,  34, NEQ,   97,   80,   60,   79,     ,     ,  38,
EP, 12, 2026090112, 03, FNV3, 264, 271N, 1777W,  59,  986, XX,  50, NEQ,   27,   19,   15,   18,     ,     ,  38,
EP, 12, 2026090112, 03, FNV3, 264, 271N, 1777W,  59,  986, XX,  64, NEQ,   11,    7,    5,    6,     ,     ,  38,
EP, 12, 2026090112, 03, FNV3, 270, 270N, 1787W,  61,  984, XX,  34, NEQ,  104,   87,   65,   85,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 270, 270N, 1787W,  61,  984, XX,  50, NEQ,   26,   20,   15,   20,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 270, 270N, 1787W,  61,  984, XX,  64, NEQ,   12,    7,    6,    7,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 276, 274N, 1795W,  59,  986, XX,  34, NEQ,   98,   80,   61,   78,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 276, 274N, 1795W,  59,  986, XX,  50, NEQ,   24,   17,   13,   17,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 276, 274N, 1795W,  59,  986, XX,  64, NEQ,   10,    7,    6,    7,     ,     ,  34,
EP, 12, 2026090112, 03, FNV3, 282, 274N, 1790E,  61,  984, XX,  34, NEQ,   95,   81,   67,   78,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 282, 274N, 1790E,  61,  984, XX,  50, NEQ,   28,   21,   16,   20,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 282, 274N, 1790E,  61,  984, XX,  64, NEQ,   10,    9,    6,    7,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 288, 272N, 1778E,  63,  983, XX,  34, NEQ,   94,   80,   57,   78,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 288, 272N, 1778E,  63,  983, XX,  50, NEQ,   31,   24,   16,   25,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 288, 272N, 1778E,  63,  983, XX,  64, NEQ,    9,    9,    6,    8,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 294, 272N, 1763E,  64,  982, XX,  34, NEQ,   89,   76,   57,   71,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 294, 272N, 1763E,  64,  982, XX,  50, NEQ,   29,   20,   15,   20,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 294, 272N, 1763E,  64,  982, XX,  64, NEQ,   10,    7,    6,    7,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 300, 267N, 1742E,  65,  980, XX,  34, NEQ,   89,   74,   56,   75,     ,     ,  33,
EP, 12, 2026090112, 03, FNV3, 300, 267N, 1742E,  65,  980, XX,  50, NEQ,   33,   22,   17,   23,     ,     ,  33,
EP, 12, 2026090112, 03, FNV3, 300, 267N, 1742E,  65,  980, XX,  64, NEQ,   12,    9,    7,    8,     ,     ,  33,
EP, 12, 2026090112, 03, FNV3, 306, 266N, 1729E,  66,  980, XX,  34, NEQ,  101,   85,   67,   84,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 306, 266N, 1729E,  66,  980, XX,  50, NEQ,   38,   32,   25,   31,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 306, 266N, 1729E,  66,  980, XX,  64, NEQ,   17,   14,   11,   13,     ,     ,  35,
EP, 12, 2026090112, 03, FNV3, 312, 272N, 1720E,  65,  980, XX,  34, NEQ,  108,   87,   68,   87,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 312, 272N, 1720E,  65,  980, XX,  50, NEQ,   37,   30,   23,   29,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 312, 272N, 1720E,  65,  980, XX,  64, NEQ,   13,   12,    9,   11,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 318, 276N, 1712E,  66,  979, XX,  34, NEQ,   97,   86,   66,   81,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 318, 276N, 1712E,  66,  979, XX,  50, NEQ,   41,   33,   24,   31,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 318, 276N, 1712E,  66,  979, XX,  64, NEQ,   17,   14,   11,   13,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 324, 280N, 1706E,  66,  979, XX,  34, NEQ,   97,   81,   62,   80,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 324, 280N, 1706E,  66,  979, XX,  50, NEQ,   35,   27,   20,   27,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 324, 280N, 1706E,  66,  979, XX,  64, NEQ,   15,   10,    8,   11,     ,     ,  28,
EP, 12, 2026090112, 03, FNV3, 330, 288N, 1704E,  70,  976, XX,  34, NEQ,  109,   95,   74,   90,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 330, 288N, 1704E,  70,  976, XX,  50, NEQ,   46,   39,   30,   39,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 330, 288N, 1704E,  70,  976, XX,  64, NEQ,   19,   18,   12,   15,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 336, 290N, 1690E,  69,  977, XX,  34, NEQ,  107,   89,   66,   86,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 336, 290N, 1690E,  69,  977, XX,  50, NEQ,   43,   36,   27,   34,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 336, 290N, 1690E,  69,  977, XX,  64, NEQ,   19,   14,   10,   12,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 342, 296N, 1684E,  66,  979, XX,  34, NEQ,  115,   99,   76,   95,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 342, 296N, 1684E,  66,  979, XX,  50, NEQ,   53,   44,   33,   41,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 342, 296N, 1684E,  66,  979, XX,  64, NEQ,   20,   19,   14,   16,     ,     ,  29,
EP, 12, 2026090112, 03, FNV3, 348, 296N, 1668E,  69,  976, XX,  34, NEQ,  120,  106,   83,  100,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 348, 296N, 1668E,  69,  976, XX,  50, NEQ,   53,   43,   35,   41,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 348, 296N, 1668E,  69,  976, XX,  64, NEQ,   20,   18,   13,   16,     ,     ,  30,
EP, 12, 2026090112, 03, FNV3, 354, 304N, 1662E,  69,  976, XX,  34, NEQ,  130,  119,   95,  109,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 354, 304N, 1662E,  69,  976, XX,  50, NEQ,   51,   43,   32,   38,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 354, 304N, 1662E,  69,  976, XX,  64, NEQ,   18,   13,   11,   17,     ,     ,  31,
EP, 12, 2026090112, 03, FNV3, 360, 304N, 1639E,  69,  975, XX,  34, NEQ,  142,  124,   97,  119,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 360, 304N, 1639E,  69,  975, XX,  50, NEQ,   56,   42,   32,   40,     ,     ,  27,
EP, 12, 2026090112, 03, FNV3, 360, 304N, 1639E,  69,  975, XX,  64, NEQ,   16,   13,   10,   13,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,   0, 149N, 1094W,  41, 1002, XX,  34, NEQ,  120,  160,  180,     ,     ,     ,  70,
EP, 13, 2026090112, 03, FNV3,   6, 148N, 1093W,  52,  997, XX,  34, NEQ,   80,   64,   40,   58,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3,   6, 148N, 1093W,  52,  997, XX,  50, NEQ,   20,    3,    2,    4,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3,   6, 148N, 1093W,  52,  997, XX,  64, NEQ,    0,    0,    0,    2,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3,  12, 156N, 1099W,  59,  991, XX,  34, NEQ,   96,   85,   55,   72,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  12, 156N, 1099W,  59,  991, XX,  50, NEQ,   31,   12,    8,   11,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  12, 156N, 1099W,  59,  991, XX,  64, NEQ,    4,    1,    1,    1,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  18, 162N, 1106W,  63,  989, XX,  34, NEQ,  104,   89,   58,   78,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  18, 162N, 1106W,  63,  989, XX,  50, NEQ,   37,   21,   13,   19,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  18, 162N, 1106W,  63,  989, XX,  64, NEQ,   10,    3,    2,    3,     ,     ,  29,
EP, 13, 2026090112, 03, FNV3,  24, 168N, 1113W,  69,  984, XX,  34, NEQ,  114,   98,   65,   88,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  24, 168N, 1113W,  69,  984, XX,  50, NEQ,   42,   28,   18,   27,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  24, 168N, 1113W,  69,  984, XX,  64, NEQ,   14,    6,    4,    6,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  30, 173N, 1120W,  71,  982, XX,  34, NEQ,  117,  101,   71,   92,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  30, 173N, 1120W,  71,  982, XX,  50, NEQ,   44,   34,   23,   32,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  30, 173N, 1120W,  71,  982, XX,  64, NEQ,   16,    9,    6,    8,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  36, 178N, 1126W,  78,  976, XX,  34, NEQ,  122,  105,   76,   97,     ,     ,  18,
EP, 13, 2026090112, 03, FNV3,  36, 178N, 1126W,  78,  976, XX,  50, NEQ,   47,   37,   26,   35,     ,     ,  18,
EP, 13, 2026090112, 03, FNV3,  36, 178N, 1126W,  78,  976, XX,  64, NEQ,   22,   14,   10,   13,     ,     ,  18,
EP, 13, 2026090112, 03, FNV3,  42, 182N, 1134W,  79,  975, XX,  34, NEQ,  131,  113,   87,  109,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  42, 182N, 1134W,  79,  975, XX,  50, NEQ,   54,   45,   33,   44,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  42, 182N, 1134W,  79,  975, XX,  64, NEQ,   23,   16,   13,   16,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  48, 185N, 1141W,  81,  973, XX,  34, NEQ,  129,  109,   84,  108,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  48, 185N, 1141W,  81,  973, XX,  50, NEQ,   56,   45,   34,   45,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  48, 185N, 1141W,  81,  973, XX,  64, NEQ,   25,   18,   14,   18,     ,     ,  20,
EP, 13, 2026090112, 03, FNV3,  54, 188N, 1148W,  82,  972, XX,  34, NEQ,  136,  117,   92,  115,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  54, 188N, 1148W,  82,  972, XX,  50, NEQ,   59,   49,   38,   49,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  54, 188N, 1148W,  82,  972, XX,  64, NEQ,   27,   21,   16,   20,     ,     ,  21,
EP, 13, 2026090112, 03, FNV3,  60, 191N, 1156W,  87,  966, XX,  34, NEQ,  145,  123,   97,  123,     ,     ,  19,
EP, 13, 2026090112, 03, FNV3,  60, 191N, 1156W,  87,  966, XX,  50, NEQ,   66,   56,   43,   56,     ,     ,  19,
EP, 13, 2026090112, 03, FNV3,  60, 191N, 1156W,  87,  966, XX,  64, NEQ,   30,   26,   21,   26,     ,     ,  19,
EP, 13, 2026090112, 03, FNV3,  66, 194N, 1164W,  85,  967, XX,  34, NEQ,  150,  127,  107,  131,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  66, 194N, 1164W,  85,  967, XX,  50, NEQ,   68,   58,   47,   59,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  66, 194N, 1164W,  85,  967, XX,  64, NEQ,   33,   27,   22,   26,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  72, 196N, 1172W,  85,  966, XX,  34, NEQ,  148,  125,  105,  129,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  72, 196N, 1172W,  85,  966, XX,  50, NEQ,   71,   61,   49,   61,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  72, 196N, 1172W,  85,  966, XX,  64, NEQ,   34,   28,   23,   28,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  78, 199N, 1180W,  81,  970, XX,  34, NEQ,  158,  135,  110,  136,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,  78, 199N, 1180W,  81,  970, XX,  50, NEQ,   74,   64,   51,   63,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,  78, 199N, 1180W,  81,  970, XX,  64, NEQ,   35,   27,   21,   26,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,  84, 203N, 1187W,  77,  972, XX,  34, NEQ,  164,  141,  114,  138,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  84, 203N, 1187W,  77,  972, XX,  50, NEQ,   76,   66,   52,   64,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  84, 203N, 1187W,  77,  972, XX,  64, NEQ,   33,   26,   21,   25,     ,     ,  25,
EP, 13, 2026090112, 03, FNV3,  90, 206N, 1193W,  77,  973, XX,  34, NEQ,  158,  136,  111,  136,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  90, 206N, 1193W,  77,  973, XX,  50, NEQ,   73,   63,   50,   62,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  90, 206N, 1193W,  77,  973, XX,  64, NEQ,   30,   25,   20,   24,     ,     ,  24,
EP, 13, 2026090112, 03, FNV3,  96, 210N, 1199W,  74,  974, XX,  34, NEQ,  158,  134,  110,  136,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,  96, 210N, 1199W,  74,  974, XX,  50, NEQ,   73,   62,   49,   61,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3,  96, 210N, 1199W,  74,  974, XX,  64, NEQ,   27,   21,   17,   22,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3, 102, 213N, 1207W,  72,  976, XX,  34, NEQ,  149,  128,  106,  130,     ,     ,  30,
EP, 13, 2026090112, 03, FNV3, 102, 213N, 1207W,  72,  976, XX,  50, NEQ,   68,   57,   45,   56,     ,     ,  30,
EP, 13, 2026090112, 03, FNV3, 102, 213N, 1207W,  72,  976, XX,  64, NEQ,   25,   21,   17,   20,     ,     ,  30,
EP, 13, 2026090112, 03, FNV3, 108, 216N, 1213W,  70,  977, XX,  34, NEQ,  155,  133,  110,  133,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3, 108, 216N, 1213W,  70,  977, XX,  50, NEQ,   66,   55,   43,   54,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3, 108, 216N, 1213W,  70,  977, XX,  64, NEQ,   21,   17,   14,   16,     ,     ,  27,
EP, 13, 2026090112, 03, FNV3, 114, 219N, 1220W,  67,  980, XX,  34, NEQ,  150,  131,  110,  132,     ,     ,  33,
EP, 13, 2026090112, 03, FNV3, 114, 219N, 1220W,  67,  980, XX,  50, NEQ,   58,   47,   37,   46,     ,     ,  33,
EP, 13, 2026090112, 03, FNV3, 114, 219N, 1220W,  67,  980, XX,  64, NEQ,   17,   12,   10,   12,     ,     ,  33,
EP, 13, 2026090112, 03, FNV3, 120, 221N, 1228W,  63,  983, XX,  34, NEQ,  138,  117,   98,  121,     ,     ,  31,
EP, 13, 2026090112, 03, FNV3, 120, 221N, 1228W,  63,  983, XX,  50, NEQ,   48,   38,   29,   38,     ,     ,  31,
EP, 13, 2026090112, 03, FNV3, 120, 221N, 1228W,  63,  983, XX,  64, NEQ,   14,    8,    7,    8,     ,     ,  31,
EP, 13, 2026090112, 03, FNV3, 126, 222N, 1237W,  57,  987, XX,  34, NEQ,  132,  112,   93,  115,     ,     ,  36,
EP, 13, 2026090112, 03, FNV3, 126, 222N, 1237W,  57,  987, XX,  50, NEQ,   37,   29,   22,   29,     ,     ,  36,
EP, 13, 2026090112, 03, FNV3, 126, 222N, 1237W,  57,  987, XX,  64, NEQ,    8,    5,    4,    5,     ,     ,  36,
EP, 13, 2026090112, 03, FNV3, 132, 223N, 1245W,  58,  987, XX,  34, NEQ,  122,  102,   86,  106,     ,     ,  40,
EP, 13, 2026090112, 03, FNV3, 132, 223N, 1245W,  58,  987, XX,  50, NEQ,   35,   23,   18,   28,     ,     ,  40,
EP, 13, 2026090112, 03, FNV3, 132, 223N, 1245W,  58,  987, XX,  64, NEQ,    9,    6,    5,    6,     ,     ,  40,
EP, 13, 2026090112, 03, FNV3, 138, 222N, 1255W,  56,  988, XX,  34, NEQ,  116,   96,   82,  100,     ,     ,  38,
EP, 13, 2026090112, 03, FNV3, 138, 222N, 1255W,  56,  988, XX,  50, NEQ,   30,   20,   15,   21,     ,     ,  38,
EP, 13, 2026090112, 03, FNV3, 138, 222N, 1255W,  56,  988, XX,  64, NEQ,    8,    4,    4,    5,     ,     ,  38,
EP, 13, 2026090112, 03, FNV3, 144, 223N, 1266W,  53,  990, XX,  34, NEQ,  120,   98,   82,  103,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 144, 223N, 1266W,  53,  990, XX,  50, NEQ,   23,   18,   14,   20,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 144, 223N, 1266W,  53,  990, XX,  64, NEQ,    5,    3,    3,    3,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 150, 224N, 1277W,  50,  992, XX,  34, NEQ,  101,   82,   68,   86,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 150, 224N, 1277W,  50,  992, XX,  50, NEQ,   18,   14,   11,   15,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 150, 224N, 1277W,  50,  992, XX,  64, NEQ,    4,    3,    2,    3,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 156, 224N, 1288W,  50,  992, XX,  34, NEQ,   90,   70,   58,   73,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 156, 224N, 1288W,  50,  992, XX,  50, NEQ,   17,   12,    9,   13,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 156, 224N, 1288W,  50,  992, XX,  64, NEQ,    4,    1,    1,    1,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 162, 225N, 1299W,  47,  994, XX,  34, NEQ,   86,   68,   54,   69,     ,     ,  45,
EP, 13, 2026090112, 03, FNV3, 162, 225N, 1299W,  47,  994, XX,  50, NEQ,   19,   12,    9,   13,     ,     ,  45,
EP, 13, 2026090112, 03, FNV3, 162, 225N, 1299W,  47,  994, XX,  64, NEQ,    2,    1,    1,    2,     ,     ,  45,
EP, 13, 2026090112, 03, FNV3, 168, 228N, 1310W,  46,  994, XX,  34, NEQ,   91,   74,   58,   75,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 168, 228N, 1310W,  46,  994, XX,  50, NEQ,   17,    9,    7,   10,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 168, 228N, 1310W,  46,  994, XX,  64, NEQ,    3,    1,    1,    2,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 174, 229N, 1321W,  45,  995, XX,  34, NEQ,   72,   54,   43,   55,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 174, 229N, 1321W,  45,  995, XX,  50, NEQ,   10,    6,    5,    9,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 174, 229N, 1321W,  45,  995, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 180, 232N, 1331W,  44,  996, XX,  34, NEQ,   94,   71,   56,   72,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 180, 232N, 1331W,  44,  996, XX,  50, NEQ,   13,   10,    7,   10,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 180, 232N, 1331W,  44,  996, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  48,
EP, 13, 2026090112, 03, FNV3, 186, 234N, 1343W,  43,  996, XX,  34, NEQ,   70,   51,   39,   52,     ,     ,  53,
EP, 13, 2026090112, 03, FNV3, 186, 234N, 1343W,  43,  996, XX,  50, NEQ,   11,    4,    3,    7,     ,     ,  53,
EP, 13, 2026090112, 03, FNV3, 186, 234N, 1343W,  43,  996, XX,  64, NEQ,    2,    1,    1,    2,     ,     ,  53,
EP, 13, 2026090112, 03, FNV3, 192, 235N, 1357W,  44,  996, XX,  34, NEQ,   77,   54,   41,   55,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 192, 235N, 1357W,  44,  996, XX,  50, NEQ,   12,    6,    4,    8,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 192, 235N, 1357W,  44,  996, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 198, 238N, 1368W,  42,  998, XX,  34, NEQ,   65,   49,   37,   53,     ,     ,  57,
EP, 13, 2026090112, 03, FNV3, 198, 238N, 1368W,  42,  998, XX,  50, NEQ,   11,    4,    3,    4,     ,     ,  57,
EP, 13, 2026090112, 03, FNV3, 198, 238N, 1368W,  42,  998, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  57,
EP, 13, 2026090112, 03, FNV3, 204, 242N, 1381W,  40,  998, XX,  34, NEQ,   77,   55,   43,   56,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 204, 242N, 1381W,  40,  998, XX,  50, NEQ,    7,    3,    2,    3,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 204, 242N, 1381W,  40,  998, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 210, 241N, 1404W,  41, 1000, XX,  34, NEQ,   63,   44,   33,   46,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 210, 241N, 1404W,  41, 1000, XX,  50, NEQ,    5,    5,    2,    3,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 210, 241N, 1404W,  41, 1000, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 216, 242N, 1425W,  40, 1000, XX,  34, NEQ,   77,   56,   43,   59,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 216, 242N, 1425W,  40, 1000, XX,  50, NEQ,    8,    6,    4,    7,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 216, 242N, 1425W,  40, 1000, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  50,
EP, 13, 2026090112, 03, FNV3, 222, 241N, 1450W,  43,  999, XX,  34, NEQ,   72,   52,   39,   60,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 222, 241N, 1450W,  43,  999, XX,  50, NEQ,   13,    5,    4,    6,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 222, 241N, 1450W,  43,  999, XX,  64, NEQ,    1,    1,    1,    2,     ,     ,  54,
EP, 13, 2026090112, 03, FNV3, 228, 240N, 1466W,  42, 1000, XX,  34, NEQ,   73,   51,   37,   52,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 228, 240N, 1466W,  42, 1000, XX,  50, NEQ,    9,    2,    1,    2,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 228, 240N, 1466W,  42, 1000, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  55,
EP, 13, 2026090112, 03, FNV3, 234, 239N, 1491W,  45,  998, XX,  34, NEQ,   78,   59,   44,   59,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 234, 239N, 1491W,  45,  998, XX,  50, NEQ,    7,    4,    3,    6,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 234, 239N, 1491W,  45,  998, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  44,
EP, 13, 2026090112, 03, FNV3, 240, 242N, 1506W,  46,  997, XX,  34, NEQ,   79,   59,   42,   59,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 240, 242N, 1506W,  46,  997, XX,  50, NEQ,   10,    2,    2,    4,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 240, 242N, 1506W,  46,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 246, 246N, 1520W,  46,  998, XX,  34, NEQ,   64,   44,   31,   45,     ,     ,  45,
EP, 13, 2026090112, 03, FNV3, 246, 246N, 1520W,  46,  998, XX,  50, NEQ,    8,    2,    1,    5,     ,     ,  45,
