# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 06, 2026072806, 03, FNV3,   0, 218N, 1497W,  54,  999, XX,  34, NEQ,  120,   80,     ,   90,     ,     ,  35,
WP, 12, 2026072806, 03, FNV3, 252, 322N, 1297E,  63,  966, XX,  64, NEQ,   25,   22,   18,   26,     ,     ,  41,
WP, 12, 2026072806, 03, FNV3, 258, 326N, 1291E,  61,  967, XX,  34, NEQ,  156,  149,  134,  140,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 258, 326N, 1291E,  61,  967, XX,  50, NEQ,   62,   58,   49,   54,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 258, 326N, 1291E,  61,  967, XX,  64, NEQ,   26,   20,   17,   19,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 264, 329N, 1285E,  60,  967, XX,  34, NEQ,  144,  135,  122,  129,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 264, 329N, 1285E,  60,  967, XX,  50, NEQ,   65,   62,   53,   57,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 264, 329N, 1285E,  60,  967, XX,  64, NEQ,   25,   23,   19,   21,     ,     ,  40,
WP, 12, 2026072806, 03, FNV3, 270, 329N, 1276E,  58,  971, XX,  34, NEQ,  155,  147,  133,  140,     ,     ,  43,
WP, 12, 2026072806, 03, FNV3, 270, 329N, 1276E,  58,  971, XX,  50, NEQ,   59,   56,   48,   55,     ,     ,  43,
WP, 12, 2026072806, 03, FNV3, 270, 329N, 1276E,  58,  971, XX,  64, NEQ,   21,   21,   17,   21,     ,     ,  43,
WP, 12, 2026072806, 03, FNV3, 276, 335N, 1274E,  57,  970, XX,  34, NEQ,  147,  140,  123,  130,     ,     ,  55,
WP, 12, 2026072806, 03, FNV3, 276, 335N, 1274E,  57,  970, XX,  50, NEQ,   57,   53,   43,   47,     ,     ,  55,
WP, 12, 2026072806, 03, FNV3, 276, 335N, 1274E,  57,  970, XX,  64, NEQ,   19,   13,   11,   12,     ,     ,  55,
WP, 12, 2026072806, 03, FNV3, 282, 340N, 1274E,  53,  973, XX,  34, NEQ,  131,  124,  109,  113,     ,     ,  44,
WP, 12, 2026072806, 03, FNV3, 282, 340N, 1274E,  53,  973, XX,  50, NEQ,   42,   41,   35,   35,     ,     ,  44,
WP, 12, 2026072806, 03, FNV3, 282, 340N, 1274E,  53,  973, XX,  64, NEQ,   12,   10,    8,    8,     ,     ,  44,
WP, 12, 2026072806, 03, FNV3, 288, 341N, 1264E,  51,  974, XX,  34, NEQ,  131,  126,  111,  114,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 288, 341N, 1264E,  51,  974, XX,  50, NEQ,   38,   38,   30,   37,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 288, 341N, 1264E,  51,  974, XX,  64, NEQ,    9,    9,    7,    8,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 294, 347N, 1264E,  49,  975, XX,  34, NEQ,  103,   97,   87,   88,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 294, 347N, 1264E,  49,  975, XX,  50, NEQ,   31,   25,   21,   25,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 294, 347N, 1264E,  49,  975, XX,  64, NEQ,    5,    5,    4,    8,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 300, 337N, 1251E,  47,  977, XX,  34, NEQ,  107,  100,   87,   92,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 300, 337N, 1251E,  47,  977, XX,  50, NEQ,   26,   22,   20,   21,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 300, 337N, 1251E,  47,  977, XX,  64, NEQ,    5,    4,    3,    3,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 306, 345N, 1256E,  45,  978, XX,  34, NEQ,   78,   80,   66,   69,     ,     ,  51,
WP, 12, 2026072806, 03, FNV3, 306, 345N, 1256E,  45,  978, XX,  50, NEQ,   19,   21,   15,   15,     ,     ,  51,
WP, 12, 2026072806, 03, FNV3, 306, 345N, 1256E,  45,  978, XX,  64, NEQ,    5,    3,    3,    3,     ,     ,  51,
WP, 12, 2026072806, 03, FNV3, 312, 343N, 1247E,  44,  978, XX,  34, NEQ,   87,   86,   76,   74,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 312, 343N, 1247E,  44,  978, XX,  50, NEQ,   17,   16,   11,   11,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 312, 343N, 1247E,  44,  978, XX,  64, NEQ,    4,    2,    1,    2,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 318, 346N, 1247E,  42,  980, XX,  34, NEQ,   67,   67,   57,   58,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 318, 346N, 1247E,  42,  980, XX,  50, NEQ,   22,   19,   16,   18,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 318, 346N, 1247E,  42,  980, XX,  64, NEQ,    6,    4,    4,    6,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 324, 354N, 1249E,  40,  982, XX,  34, NEQ,   64,   65,   55,   54,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 324, 354N, 1249E,  40,  982, XX,  50, NEQ,   16,   13,   14,   12,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 324, 354N, 1249E,  40,  982, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  52,
WP, 12, 2026072806, 03, FNV3, 330, 356N, 1247E,  38,  984, XX,  34, NEQ,   63,   64,   56,   53,     ,     ,  47,
WP, 12, 2026072806, 03, FNV3, 330, 356N, 1247E,  38,  984, XX,  50, NEQ,    6,   10,    5,    8,     ,     ,  47,
WP, 12, 2026072806, 03, FNV3, 330, 356N, 1247E,  38,  984, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  47,
WP, 12, 2026072806, 03, FNV3, 336, 353N, 1242E,  36,  985, XX,  34, NEQ,   48,   48,   45,   41,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 336, 353N, 1242E,  36,  985, XX,  50, NEQ,    6,    6,    5,    5,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 336, 353N, 1242E,  36,  985, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 342, 353N, 1245E,  35,  985, XX,  34, NEQ,   46,   46,   37,   41,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 342, 353N, 1245E,  35,  985, XX,  50, NEQ,    5,    4,    4,    4,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 342, 353N, 1245E,  35,  985, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  48,
WP, 12, 2026072806, 03, FNV3, 348, 355N, 1249E,  35,  985, XX,  34, NEQ,   35,   31,   27,   31,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 348, 355N, 1249E,  35,  985, XX,  50, NEQ,    6,    3,    3,    3,     ,     ,  46,
WP, 12, 2026072806, 03, FNV3, 354, 345N, 1235E,  32,  987, XX,  34, NEQ,   33,   30,   28,   28,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 354, 345N, 1235E,  32,  987, XX,  50, NEQ,    7,    7,    6,    6,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 354, 345N, 1235E,  32,  987, XX,  64, NEQ,    4,    4,    3,    3,     ,     ,  49,
WP, 12, 2026072806, 03, FNV3, 360, 348N, 1234E,  33,  988, XX,  34, NEQ,   32,   31,   25,   25,     ,     ,  45,
WP, 12, 2026072806, 03, FNV3, 360, 348N, 1234E,  33,  988, XX,  50, NEQ,    5,    5,    4,    4,     ,     ,  45,
WP, 12, 2026072806, 03, FNV3, 360, 348N, 1234E,  33,  988, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  45,
