# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025100906, 03, FNV3,   0, 155N,  571W,  54,  999, XX,  34, NEQ,  130,  150,     ,   70,     ,     ,  15,
WP, 29, 2025100906, 03, FNV3,  90, 328N, 1398E,  68,  977, XX,  34, NEQ,  123,  142,  118,  103,     ,     ,  22,
WP, 29, 2025100906, 03, FNV3,  90, 328N, 1398E,  68,  977, XX,  50, NEQ,   55,   61,   49,   45,     ,     ,  22,
WP, 29, 2025100906, 03, FNV3,  90, 328N, 1398E,  68,  977, XX,  64, NEQ,   17,   20,   14,   14,     ,     ,  22,
WP, 29, 2025100906, 03, FNV3,  96, 334N, 1422E,  68,  977, XX,  34, NEQ,  133,  156,  129,  112,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3,  96, 334N, 1422E,  68,  977, XX,  50, NEQ,   63,   69,   57,   52,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3,  96, 334N, 1422E,  68,  977, XX,  64, NEQ,   22,   24,   19,   18,     ,     ,  23,
WP, 29, 2025100906, 03, FNV3, 102, 337N, 1448E,  67,  979, XX,  34, NEQ,  142,  158,  133,  122,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 102, 337N, 1448E,  67,  979, XX,  50, NEQ,   60,   64,   53,   50,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 102, 337N, 1448E,  67,  979, XX,  64, NEQ,   17,   19,   14,   14,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 108, 340N, 1473E,  65,  980, XX,  34, NEQ,  143,  160,  134,  122,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 108, 340N, 1473E,  65,  980, XX,  50, NEQ,   58,   63,   51,   48,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 108, 340N, 1473E,  65,  980, XX,  64, NEQ,   16,   19,   14,   14,     ,     ,  24,
WP, 29, 2025100906, 03, FNV3, 114, 340N, 1497E,  60,  984, XX,  34, NEQ,  135,  148,  126,  117,     ,     ,  29,
WP, 29, 2025100906, 03, FNV3, 114, 340N, 1497E,  60,  984, XX,  50, NEQ,   52,   56,   45,   43,     ,     ,  29,
WP, 29, 2025100906, 03, FNV3, 114, 340N, 1497E,  60,  984, XX,  64, NEQ,   13,   15,   11,   11,     ,     ,  29,
WP, 29, 2025100906, 03, FNV3, 120, 341N, 1520E,  55,  988, XX,  34, NEQ,  129,  138,  115,  114,     ,     ,  32,
WP, 29, 2025100906, 03, FNV3, 120, 341N, 1520E,  55,  988, XX,  50, NEQ,   43,   47,   36,   36,     ,     ,  32,
WP, 29, 2025100906, 03, FNV3, 120, 341N, 1520E,  55,  988, XX,  64, NEQ,    7,    8,    6,    6,     ,     ,  32,
WP, 29, 2025100906, 03, FNV3, 126, 339N, 1543E,  52,  991, XX,  34, NEQ,  119,  122,  104,  102,     ,     ,  36,
WP, 29, 2025100906, 03, FNV3, 126, 339N, 1543E,  52,  991, XX,  50, NEQ,   31,   31,   26,   24,     ,     ,  36,
WP, 29, 2025100906, 03, FNV3, 126, 339N, 1543E,  52,  991, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  36,
WP, 29, 2025100906, 03, FNV3, 132, 340N, 1566E,  46,  996, XX,  34, NEQ,   92,   93,   73,   75,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 132, 340N, 1566E,  46,  996, XX,  50, NEQ,   17,   16,   12,   13,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 132, 340N, 1566E,  46,  996, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 138, 338N, 1583E,  43,  998, XX,  34, NEQ,   78,   73,   57,   59,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 138, 338N, 1583E,  43,  998, XX,  50, NEQ,   10,   11,    8,    8,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 138, 338N, 1583E,  43,  998, XX,  64, NEQ,    3,    2,    1,    1,     ,     ,  43,
WP, 29, 2025100906, 03, FNV3, 144, 339N, 1605E,  39, 1000, XX,  34, NEQ,   61,   59,   47,   51,     ,     ,  47,
WP, 29, 2025100906, 03, FNV3, 144, 339N, 1605E,  39, 1000, XX,  50, NEQ,   10,   10,   10,    9,     ,     ,  47,
WP, 29, 2025100906, 03, FNV3, 144, 339N, 1605E,  39, 1000, XX,  64, NEQ,    3,    2,    2,    2,     ,     ,  47,
WP, 29, 2025100906, 03, FNV3, 150, 338N, 1623E,  38, 1001, XX,  34, NEQ,   49,   46,   36,   41,     ,     ,  48,
WP, 29, 2025100906, 03, FNV3, 150, 338N, 1623E,  38, 1001, XX,  50, NEQ,   10,   10,    8,    7,     ,     ,  48,
WP, 29, 2025100906, 03, FNV3, 150, 338N, 1623E,  38, 1001, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  48,
WP, 29, 2025100906, 03, FNV3, 156, 337N, 1634E,  35, 1003, XX,  34, NEQ,   52,   34,   28,   32,     ,     ,  57,
WP, 29, 2025100906, 03, FNV3, 156, 337N, 1634E,  35, 1003, XX,  50, NEQ,    8,    8,    6,    7,     ,     ,  57,
WP, 29, 2025100906, 03, FNV3, 156, 337N, 1634E,  35, 1003, XX,  64, NEQ,    1,    2,    1,    1,     ,     ,  57,
WP, 29, 2025100906, 03, FNV3, 162, 337N, 1651E,  35, 1003, XX,  34, NEQ,   37,   32,   25,   28,     ,     ,  52,
WP, 29, 2025100906, 03, FNV3, 162, 337N, 1651E,  35, 1003, XX,  50, NEQ,    9,    9,    6,    6,     ,     ,  52,
WP, 29, 2025100906, 03, FNV3, 162, 337N, 1651E,  35, 1003, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  52,
WP, 29, 2025100906, 03, FNV3, 168, 344N, 1675E,  31, 1004, XX,  34, NEQ,   23,   25,   17,   13,     ,     ,  56,
WP, 29, 2025100906, 03, FNV3, 168, 344N, 1675E,  31, 1004, XX,  50, NEQ,    0,    6,    0,    0,     ,     ,  56,
