# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 95, 2025100612, 03, FNV3,   0,  93N,  365W,  25, 1010, XX,  34, NEQ,     ,     ,     ,     ,     ,     , 100,
WP, 28, 2025100612, 03, FNV3,  96, 345N, 1593E,  60,  981, XX,  34, NEQ,  182,  189,  161,  161,     ,     ,  38,
WP, 28, 2025100612, 03, FNV3,  96, 345N, 1593E,  60,  981, XX,  50, NEQ,   73,   77,   60,   61,     ,     ,  38,
WP, 28, 2025100612, 03, FNV3,  96, 345N, 1593E,  60,  981, XX,  64, NEQ,    6,    8,    6,    6,     ,     ,  38,
WP, 28, 2025100612, 03, FNV3, 102, 349N, 1632E,  57,  982, XX,  34, NEQ,  167,  177,  147,  145,     ,     ,  43,
WP, 28, 2025100612, 03, FNV3, 102, 349N, 1632E,  57,  982, XX,  50, NEQ,   59,   62,   48,   47,     ,     ,  43,
WP, 28, 2025100612, 03, FNV3, 102, 349N, 1632E,  57,  982, XX,  64, NEQ,    6,    6,    4,    4,     ,     ,  43,
WP, 28, 2025100612, 03, FNV3, 108, 359N, 1674E,  55,  982, XX,  34, NEQ,  150,  153,  127,  126,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 108, 359N, 1674E,  55,  982, XX,  50, NEQ,   38,   47,   33,   29,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 108, 359N, 1674E,  55,  982, XX,  64, NEQ,    3,    3,    1,    1,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 114, 375N, 1723E,  52,  984, XX,  34, NEQ,  135,  140,  116,  111,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 114, 375N, 1723E,  52,  984, XX,  50, NEQ,   29,   38,   24,   22,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 114, 375N, 1723E,  52,  984, XX,  64, NEQ,    4,    5,    3,    3,     ,     ,  55,
WP, 28, 2025100612, 03, FNV3, 120, 406N, 1776E,  48,  985, XX,  34, NEQ,   77,   88,   59,   57,     ,     ,  62,
WP, 28, 2025100612, 03, FNV3, 120, 406N, 1776E,  48,  985, XX,  50, NEQ,   21,   26,   16,   14,     ,     ,  62,
WP, 28, 2025100612, 03, FNV3, 120, 406N, 1776E,  48,  985, XX,  64, NEQ,    0,    1,    0,    0,     ,     ,  62,
WP, 28, 2025100612, 03, FNV3, 126, 449N, 1777W,  46,  983, XX,  34, NEQ,   26,   58,   37,   17,     ,     ,  66,
WP, 28, 2025100612, 03, FNV3, 126, 449N, 1777W,  46,  983, XX,  50, NEQ,    1,    7,   11,    1,     ,     ,  66,
WP, 28, 2025100612, 03, FNV3, 132, 506N, 1748W,  45,  979, XX,  34, NEQ,   12,   44,   33,    2,     ,     ,  67,
WP, 28, 2025100612, 03, FNV3, 132, 506N, 1748W,  45,  979, XX,  50, NEQ,    6,    6,    8,    0,     ,     ,  67,
