# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025100818, 03, FNV3,   0, 144N,  538W,  51, 1000, XX,  34, NEQ,  130,  150,     ,   70,     ,     ,  50,
WP, 29, 2025100818, 03, FNV3,  90, 315N, 1344E,  76,  971, XX,  50, NEQ,   52,   59,   46,   43,     ,     ,  20,
WP, 29, 2025100818, 03, FNV3,  90, 315N, 1344E,  76,  971, XX,  64, NEQ,   22,   23,   18,   19,     ,     ,  20,
WP, 29, 2025100818, 03, FNV3,  96, 323N, 1363E,  77,  971, XX,  34, NEQ,  126,  147,  118,  102,     ,     ,  19,
WP, 29, 2025100818, 03, FNV3,  96, 323N, 1363E,  77,  971, XX,  50, NEQ,   61,   66,   54,   50,     ,     ,  19,
WP, 29, 2025100818, 03, FNV3,  96, 323N, 1363E,  77,  971, XX,  64, NEQ,   29,   31,   25,   25,     ,     ,  19,
WP, 29, 2025100818, 03, FNV3, 102, 332N, 1384E,  72,  973, XX,  34, NEQ,  124,  147,  121,  103,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 102, 332N, 1384E,  72,  973, XX,  50, NEQ,   59,   65,   53,   48,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 102, 332N, 1384E,  72,  973, XX,  64, NEQ,   20,   25,   18,   18,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 108, 338N, 1409E,  72,  973, XX,  34, NEQ,  135,  158,  130,  113,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 108, 338N, 1409E,  72,  973, XX,  50, NEQ,   68,   74,   61,   56,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 108, 338N, 1409E,  72,  973, XX,  64, NEQ,   24,   27,   21,   21,     ,     ,  21,
WP, 29, 2025100818, 03, FNV3, 114, 345N, 1436E,  66,  978, XX,  34, NEQ,  143,  163,  136,  121,     ,     ,  26,
WP, 29, 2025100818, 03, FNV3, 114, 345N, 1436E,  66,  978, XX,  50, NEQ,   65,   73,   56,   53,     ,     ,  26,
WP, 29, 2025100818, 03, FNV3, 114, 345N, 1436E,  66,  978, XX,  64, NEQ,   15,   20,   14,   13,     ,     ,  26,
WP, 29, 2025100818, 03, FNV3, 120, 350N, 1462E,  62,  981, XX,  34, NEQ,  153,  170,  139,  130,     ,     ,  30,
WP, 29, 2025100818, 03, FNV3, 120, 350N, 1462E,  62,  981, XX,  50, NEQ,   65,   68,   54,   52,     ,     ,  30,
WP, 29, 2025100818, 03, FNV3, 120, 350N, 1462E,  62,  981, XX,  64, NEQ,    9,   12,    7,    7,     ,     ,  30,
WP, 29, 2025100818, 03, FNV3, 126, 353N, 1489E,  57,  984, XX,  34, NEQ,  152,  164,  136,  130,     ,     ,  37,
WP, 29, 2025100818, 03, FNV3, 126, 353N, 1489E,  57,  984, XX,  50, NEQ,   48,   56,   40,   38,     ,     ,  37,
WP, 29, 2025100818, 03, FNV3, 126, 353N, 1489E,  57,  984, XX,  64, NEQ,    7,    8,    6,    6,     ,     ,  37,
WP, 29, 2025100818, 03, FNV3, 132, 356N, 1517E,  52,  987, XX,  34, NEQ,  158,  168,  138,  134,     ,     ,  41,
WP, 29, 2025100818, 03, FNV3, 132, 356N, 1517E,  52,  987, XX,  50, NEQ,   30,   32,   24,   23,     ,     ,  41,
WP, 29, 2025100818, 03, FNV3, 132, 356N, 1517E,  52,  987, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  41,
WP, 29, 2025100818, 03, FNV3, 138, 357N, 1547E,  50,  991, XX,  34, NEQ,  132,  132,  108,  110,     ,     ,  49,
WP, 29, 2025100818, 03, FNV3, 138, 357N, 1547E,  50,  991, XX,  50, NEQ,   21,   23,   17,   17,     ,     ,  49,
WP, 29, 2025100818, 03, FNV3, 138, 357N, 1547E,  50,  991, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  49,
WP, 29, 2025100818, 03, FNV3, 144, 358N, 1578E,  45,  994, XX,  34, NEQ,   91,   95,   72,   75,     ,     ,  48,
WP, 29, 2025100818, 03, FNV3, 144, 358N, 1578E,  45,  994, XX,  50, NEQ,   10,   13,    8,    8,     ,     ,  48,
WP, 29, 2025100818, 03, FNV3, 150, 358N, 1611E,  41,  997, XX,  34, NEQ,   63,   60,   50,   56,     ,     ,  55,
WP, 29, 2025100818, 03, FNV3, 150, 358N, 1611E,  41,  997, XX,  50, NEQ,    7,    8,    5,    6,     ,     ,  55,
WP, 29, 2025100818, 03, FNV3, 150, 358N, 1611E,  41,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  55,
WP, 29, 2025100818, 03, FNV3, 156, 359N, 1635E,  39,  997, XX,  34, NEQ,   48,   44,   36,   38,     ,     ,  49,
WP, 29, 2025100818, 03, FNV3, 156, 359N, 1635E,  39,  997, XX,  50, NEQ,    4,    2,    2,    2,     ,     ,  49,
WP, 29, 2025100818, 03, FNV3, 162, 357N, 1655E,  37,  999, XX,  34, NEQ,   51,   40,   30,   32,     ,     ,  61,
WP, 29, 2025100818, 03, FNV3, 162, 357N, 1655E,  37,  999, XX,  50, NEQ,    7,    6,    5,    5,     ,     ,  61,
WP, 29, 2025100818, 03, FNV3, 168, 355N, 1671E,  35, 1002, XX,  34, NEQ,   18,   11,    5,    8,     ,     ,  53,
WP, 29, 2025100818, 03, FNV3, 168, 355N, 1671E,  35, 1002, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  53,
WP, 29, 2025100818, 03, FNV3, 174, 359N, 1684E,  34, 1001, XX,  34, NEQ,   30,   27,   22,   23,     ,     ,  57,
WP, 29, 2025100818, 03, FNV3, 174, 359N, 1684E,  34, 1001, XX,  50, NEQ,    9,    6,    5,    5,     ,     ,  57,
WP, 29, 2025100818, 03, FNV3, 174, 359N, 1684E,  34, 1001, XX,  64, NEQ,    4,    0,    0,    0,     ,     ,  57,
